rooms,price,flat_area,district,address,latitude,longitude,subway,prestigious
1,8000.0,65.0,Дарницький,"Крушельницькой Соломії вул., 7",50.39131165,30.64700127,,1
1,15000.0,101.0,Оболонський,"Володимира Івасюка просп. (Героїв Сталінграда), 18А",50.50975037,30.5093174,Мінська,2
2,12000.0,100.0,Дарницький,"Харківське шосе, 180/21",50.41017914,30.66794395,,1
2,14000.0,138.0,Дніпровський,"Микільсько-Слобідська вул., 13",50.46018219,30.58079529,,1
1,9500.0,65.0,Шевченківський,"Златоустівська вул., 23",50.45013046,30.48788452,,3
2,24000.0,180.0,Шевченківський,"Златоустівська вул., 52",50.45443344,30.48571777,,3
2,8000.0,85.0,Оболонський,"Куренівський пров., 15а",50.49150085,30.46870041,,2
2,4000.0,93.0,Деснянський,"Лісківська вул., 2/71",50.52394485,30.60645866,,1
2,8000.0,105.0,Деснянський,"Бальзака Оноре вул., 55",50.51309586,30.59813499,,1
4,81268.0,256.0,Шевченківський,"Гончара Олеся вул., 26",50.4515419,30.50673485,,3
1,4500.0,59.0,Дарницький,"Вербицького архітектора вул., 19в",50.40868378,30.6662159,,1
5,24000.0,158.0,Шевченківський,"Дмитрівська вул., 17а",50.44982147,30.49021339,,3
3,28000.0,84.0,Печерський,"Грушевського Михайла вул., 34А",50.44334412,30.54050446,,3
2,12000.0,105.0,Святошинський,"Палладіна академіка просп., 21",50.46673203,30.35337067,,2
4,184700.0,335.0,Печерський,"Буслівська вул., 15",50.40688705,30.55729294,,3
1,5000.0,53.0,Дніпровський,"Воскресенський бульв. (Перова), 25",50.48984528,30.59072113,,1
4,48022.0,285.0,Печерський,"Дружби Народів бульвар, 14-16",50.4140358,30.53945923,,3
3,7000.0,128.0,Подільський,"Правди просп., 64",50.50427628,30.42928886,,3
1,4700.0,67.0,Деснянський,"Бальзака Оноре вул., 63",50.52025223,30.6064682,,1
1,10000.0,85.0,Солом'янський,"Володимира Брожко вул. (Кіровоградська), 70",50.4110527,30.50029182,,2
1,5000.0,51.0,Деснянський,"Кубанської України вул. (Жукова маршала), 20",50.48361588,30.63385582,,1
2,16000.0,113.0,Голосіївський,"Заболотного академіка вул., 15",50.36053085,30.47187614,Теремки,3
1,5000.0,51.0,Подільський,"Мостицька вул., 6",50.50093079,30.44895935,,3
2,10000.0,100.0,Голосіївський,"Микільсько-Ботанічна вул., 27",50.44077301,30.50392723,,3
2,14000.0,95.0,Оболонський,"Володимира Івасюка просп. (Героїв Сталінграда), 58А",50.52566528,30.51789856,Героїв Дніпра,2
1,8000.0,37.0,Оболонський,"Володимира Івасюка просп. (Героїв Сталінграда), 25",50.50775909,30.50719452,Мінська,2
1,7500.0,38.0,Святошинський,"Кольцова бульв., 9",50.41912079,30.38205528,,2
1,12999.0,40.0,Голосіївський,"Юлії Здановської вул. (Ломоносова), 83",50.38351822,30.46378517,Іподром,3
3,9500.0,133.0,Печерський,"Миколи Міхновського бульв. (Дружби Народів), 10А",50.41183853,30.53475189,Либідська,3
2,6000.0,91.0,Деснянський,"Закревського Миколи вул., 11",50.49831772,30.5969944,,1
1,7000.0,54.0,Святошинський,"Наумова генерала вул., 23А",50.47264099,30.33670425,,2
2,13500.0,103.0,Святошинський,"Берестейський просп. (Перемоги), 89а",50.4565239,30.38518333,,2
2,5000.0,79.0,Голосіївський,"Бурмістенка вул., 13",50.39364624,30.49674225,Васильківська,3
1,12000.0,58.0,Святошинський,"Берестейський просп. (Перемоги), 71а",50.45708847,30.40187263,,2
1,7999.0,66.0,Голосіївський,"Науки просп., 22",50.40045166,30.52799606,Деміївська,3
2,9000.0,93.0,Подільський,"Світлицького вул., 28",50.51239395,30.43082809,,3
4,129290.0,426.0,Печерський,"Переулок Мичурина, 28",50.44525146,30.53880119,,3
3,44328.0,172.0,Шевченківський,"Тверской Тупик, 7",50.45009995,30.52339935,Майдан Незалежності,3
2,25858.0,120.0,Печерський,"Євгена Коновальця вул. (Щорса), 44",50.42420959,30.54065323,,3
3,55410.0,152.0,Печерський,"Василя Тютюнника вул. (Барбюса Анрі), 1",50.42989731,30.52148438,Олімпійська,3
2,8000.0,106.0,Подільський,"Порика Василя просп., 5",50.51073074,30.41960716,,3
2,12000.0,128.0,Святошинський,"пр.Палладина, 25",50.46570206,30.35391426,,2
4,7000.0,139.0,Дніпровський,"Алма-Атинська вул., 105б",50.4497261,30.67617989,,1
2,7500.0,94.0,Солом'янський,"Повітрофлотський просп., 42",50.42695618,30.46188545,,2
2,10000.0,93.0,Дніпровський,"Ентузіастів вул., 7/3",50.43748474,30.5997715,,1
2,8000.0,87.5,Оболонський,"Рокоссовського маршала просп., 2Б",50.52025986,30.46122551,,2
1,36570.6,100.0,Печерський,"Джона Маккейна вул. (Кудрі Івана), 1Б",50.41460419,30.52643013,Либідська,3
2,9990.0,98.0,Дарницький,"Олійника Степана вул., 11",,,,1
2,29552.0,105.0,Дарницький,"Дніпровська наб., 14Б",50.40278625,30.61405754,,1
2,19990.0,150.0,Шевченківський,"Мельникова, 18-Б",50.46657944,30.47665596,,3
1,6500.0,70.0,Голосіївський,"Ракетная, 24А",50.39334106,30.4744854,Васильківська,3
3,10990.0,130.0,Подільський,"Гонгадзе Георгiя просп. (Радянської України), 20В",50.5117569,30.41725922,,3
1,8500.0,76.0,Голосіївський,"Саксаганського вул., 67",50.43647766,30.50435066,,3
1,10000.0,80.0,Голосіївський,"Науки просп., 55а",50.37955475,30.53623581,,3
1,9500.0,86.0,Голосіївський,"Науки просп., 80/73",50.37543488,30.53944969,,3
2,5500.0,78.0,Шевченківський,"Щусєва академіка вул., 33",50.47484207,30.43880844,,3
2,6000.0,98.0,Деснянський,"Екстер Олександри  вул. (Цвєтаєвої Марини), 8А",50.52436066,30.62399101,,1
1,7500.0,37.0,Печерський,"Миколи Міхновського бульв. (Дружби Народів), 14а",50.41295624,30.5371666,Либідська,3
3,15000.0,124.0,Солом'янський,"Тетянинська вул. (Леванєвського), 8/7",50.4412384,30.43585396,,2
1,5000.0,41.0,Дарницький,"Волго-Донська вул., 75",50.42398071,30.67292976,,1
2,13000.0,104.0,Дарницький,"Ревуцького вул., 9",50.41916275,30.64266014,,1
1,7000.0,69.0,Деснянський,"Червоної Калини просп. (Маяковського Володимира), 38/10",50.5136795,30.61601257,,1
1,9000.0,39.0,Голосіївський,"Глушкова академіка просп., 147",50.3574295,30.43930435,Теремки,3
1,5500.0,45.0,Оболонський,"Попова Олександра вул., 4/2",50.50114059,30.45401955,,2
1,6000.0,56.0,Святошинський,"Берестейський просп. (Перемоги), 79",50.45750427,30.39548874,,2
1,6500.0,33.0,Голосіївський,"Глушкова академіка просп., 139",50.35740662,30.43934441,Теремки,3
2,32000.0,109.0,Печерський,"Михайла Бойчука вул. (Кіквідзе), 41А",50.405357359999996,30.5526886,,3
1,16000.0,96.0,Солом'янський,"Патріарха Мстислава Скрипника вул., 48",50.43391418,30.47843552,,2
1,17000.0,91.0,Дарницький,"Дніпровська наб., 18б",50.3985939,30.61264801,,1
2,15000.0,108.0,Печерський,"Павла Загребельного вул. (Раєвського Миколи), 34",,,,3
3,20000.0,128.0,Дніпровський,"Шумського Юрія вул., 5",50.42263794,30.60402107,,1
1,14000.0,79.0,Святошинський,"Львівська, 15",50.45398331,30.37770653,,2
1,11000.0,65.0,Солом'янський,"Мартиросяна вул., 11",50.42874146,30.45438576,,2
2,10000.0,81.0,Оболонський,"Олександра Архипенка вул. (Залки Мате), 5а",50.49735641,30.51500893,Оболонь,2
1,5000.0,48.0,Дніпровський,"Воскресенська вул., 11а",50.47018433,30.59996986,,1
1,14000.0,72.0,Солом'янський,"Кадетський Гай вул., 8",50.41186905,30.47223473,,2
3,20000.0,282.0,Оболонський,"Володимира Івасюка просп. (Героїв Сталінграда), 14",50.50411224,30.51330948,,2
1,4200.0,36.0,Святошинський,"Зодчих вул., 10",50.41463852,30.38410759,,2
2,15000.0,98.0,Голосіївський,"Антоновича вул. (Горького), 158",50.41664124,30.52043343,Либідська,3
1,17500.0,78.0,Подільський,"Правди просп., 41А",50.50221252,30.42772102,,3
3,14000.0,116.0,Оболонський,"Оболонський просп., 34",50.51768112,30.4998436,Героїв Дніпра,2
2,10000.0,96.0,Святошинський,"Краснова Миколи вул., 12а",50.45905304,30.37360382,,2
2,7800.0,82.0,Деснянський,"Мілютенко, 40/16",50.47952271,30.62657356,,1
3,8000.0,113.0,Святошинський,"Тернопільська вул., 7а",50.46098709,30.38072395,,2
2,7000.0,95.0,Дарницький,"Бориспільська вул., 49",50.4214592,30.70656204,,1
2,11000.0,91.0,Оболонський,"Героїв полку ""Азов"" вул. (Малиновського маршала), 25",50.50310516,30.50488091,Оболонь,2
3,11000.0,123.0,Шевченківський,"Щусєва академіка вул., 17/8",50.47484207,30.43880844,,3
2,22000.0,127.0,Подільський,"Родини Крістерів вул., 18/6",50.50172806,30.42196655,,3
2,25000.0,149.0,Голосіївський,"Рудницького Степана вул. (Вільямса академіка), 18",50.38338089,30.45690346,Іподром,3
1,13000.0,72.0,Солом'янський,"Практична вул., 1",50.39437485,30.46985245,Васильківська,2
2,7999.0,100.0,Дарницький,"Бориса Гмирі вул., 9",50.39204788,30.62986565,,1
1,6500.0,74.0,Деснянський,"Радунська вул., 9",50.5295105,30.59957695,,1
2,18000.0,99.5,Шевченківський,"Чорновола В'ячеслава вул., 16",50.45520782,30.4840889,,3
1,4999.0,58.0,Подільський,"Вітряні Гори вул., 10Г",50.51237869,30.44346809,,3
1,6800.0,57.0,Оболонський,"Героїв Дніпра вул., 32А",50.5206337,30.50233078,Героїв Дніпра,2
1,11000.0,78.0,Шевченківський,"Тургенєвська вул., 72",50.45465088,30.49014854,,3
3,40634.0,237.0,Печерський,"Кропивницького вул., 8",50.44106674,30.5244751,,3
2,20000.0,150.0,Печерський,"Євгена Коновальця вул. (Щорса), 36Б",50.42541122,30.53490257,,3
2,7500.0,81.0,Дніпровський,"Миру просп., 12",50.44498825,30.61678696,,1
1,14000.0,84.0,Дарницький,"Княжий Затон вул., 9",50.40214157,30.62504196,,1
1,10000.0,87.0,Святошинський,"Ушакова Миколи вул., 14а",50.45972061,30.3389492,,2
2,11500.0,85.0,Шевченківський,"проспект Перемоги, 12",50.440513609999996,30.51861763,Площа Льва Толстого,3
1,16623.0,88.0,Дніпровський,"Туманяна Ованеса вул., 15а",50.4439888,30.60375214,,1
1,8500.0,69.0,Оболонський,"Приозерна вул., 12а",50.4924469,30.51238632,Почайна,2
2,18500.0,83.0,Шевченківський,"Михайловская, 24а",50.45447159,30.52129555,,3
2,9000.0,94.0,Шевченківський,"Политехническая, 31",50.46517944,30.40549469,,3
1,10000.0,66.0,Солом'янський,"Карела Чапека вул. (Фучіка Юліуса), 1",50.43819046,30.47489548,,2
1,15000.0,116.0,Шевченківський,"Татарська вул., 27/4",50.46772766,30.48579788,,3
2,44328.0,133.0,Печерський,"Лесі Українки бульв., 7-б",,,,3
4,35000.0,199.0,Солом'янський,"Дашавська вул., 25",50.44393539,30.44875717,,2
3,23000.0,210.0,Голосіївський,"Голосіївська вул., 13Б",50.3988533,30.52177429,Деміївська,3
2,13500.0,102.0,Дніпровський,"Харківське шосе, 19А",,,,1
5,25000.0,334.0,Святошинський,"Українського відродження вул. (Бударіна), 3а",50.44406128,30.28132439,,2
2,7500.0,78.0,Дніпровський,"Алма-Атинська вул., 89б",50.44715118,30.67168045,,1
2,15000.0,126.0,Дніпровський,"Окіпної Раїси вул., 8",50.44908905,30.59078598,,1
3,7000.0,155.0,Дніпровський,"Алма-Атинська вул., 105",50.4497261,30.67617989,,1
2,12000.0,128.0,Деснянський,"Милославська вул., 2в",50.53406906,30.60630608,,1
3,6000.0,131.0,Деснянський,"Червоної Калини просп. (Маяковського Володимира), 12",50.50348282,30.59770203,,1
2,5500.0,97.0,Деснянський,"Червоної Калини просп. (Маяковського Володимира), 14/13",50.50390625,30.59973145,,1
3,7900.0,116.0,Дніпровський,"Будівельників вул., 16",50.44649124,30.61805725,,1
1,13000.0,100.0,Шевченківський,"Чорновола В'ячеслава вул., 20",50.45488358,30.48434639,,3
3,77574.0,195.0,Шевченківський,"Гоголівська вул., 30",50.45223618,30.49479866,,3
2,25858.0,80.0,Шевченківський,"Січових Стрільців вул. (Артема), 44а",50.45702362,30.4942379,,3
2,7500.0,82.2,Дніпровський,"Малишко, 13",50.43797684,30.60482979,,1
1,4500.0,59.0,Святошинський,"Зодчих вул., 74",50.43873978,30.36083221,,2
2,6000.0,87.0,Оболонський,"Восьмого Березня вул., 7",50.56777573,30.46180344,,2
2,11500.0,96.0,Шевченківський,"Половецька вул., 14",50.46904373,30.48384094,,3
2,20000.0,114.0,Голосіївський,"Метрологічна вул., 13",50.35161591,30.477108,,3
4,30000.0,250.0,Голосіївський,"Голосіївська вул., 13А",50.39880371,30.51986885,Деміївська,3
1,6500.0,40.0,Шевченківський,"Шолуденка вул., 31а",,,,3
5,40000.0,380.0,Шевченківський,"Чеховський пров., 8",50.45145035,30.50174141,,3
1,10000.0,49.0,Святошинський,"Бучанська вул., 4",50.46760559,30.34645081,,2
2,8000.0,97.0,Подільський,"Правди просп., 31",50.50291443,30.435215,,3
2,4000.0,91.0,Деснянський,"Мілютенка вул., 28в",50.47554016,30.63253212,,1
2,6000.0,99.0,Деснянський,"Бальзака Оноре вул., 61а",50.51926041,30.60617065,,1
2,16000.0,91.0,Печерський,"Підвисоцького професора вул., 6",50.41520309,30.54525375,,3
3,33000.0,133.0,Дарницький,"Чавдар Єлизавети вул., 28",50.38611603,30.62535286,,1
2,12000.0,79.0,Шевченківський,"Володимирська вул., 18/2",50.45450974,30.51651955,,3
2,15000.0,122.0,Голосіївський,"Велика Китаївська вул., 53",50.40245438,30.52972603,Деміївська,3
2,10000.0,115.0,Оболонський,"Володимира Івасюка просп. (Героїв Сталінграда), 16Б",50.50642014,30.51023483,Мінська,2
1,12000.0,82.0,Дарницький,"Драгоманова, 1г",50.39555359,30.60163116,,1
2,10000.0,140.0,Голосіївський,"Науки просп., 54Б",50.38262939,30.53149605,,3
1,8000.0,71.0,Дарницький,"Урлівська вул., 38",50.41174316,30.61635971,,1
3,25000.0,164.0,Печерський,"Гордієнка Костя пров., 2-А",50.44020462,30.53574944,,3
2,6999.0,79.0,Дніпровський,"Воскресенський бульв. (Перова), 42А",50.48861694,30.5931015,,1
2,5500.0,88.0,Деснянський,"Драйзера Теодора вул., 30",50.50957489,30.59813499,,1
1,4999.0,63.0,Деснянський,"Закревського Миколи вул., 19в",50.49994659,30.60227776,,1
3,8000.0,129.0,Деснянський,"Екстер Олександри  вул. (Цвєтаєвої Марини), 14",50.52413177,30.61502647,,1
1,7500.0,68.0,Деснянський,"Бикова Леоніда бульв., 5",50.51737595,30.62294006,,1
2,8500.0,80.0,Дніпровський,"Тичини Павла просп., 21",50.43264008,30.61192513,,1
2,6000.0,95.0,Деснянський,"Бальзака Оноре вул., 18",50.50727081,30.58964729,,1
3,10000.0,119.0,Деснянський,"Сержа Лифаря вул. (Сабурова), 1-А",50.50938034,30.61792946,,1
3,3500.0,105.0,Деснянський,"Каштанова вул., 4",50.50175095,30.58716393,,1
2,8000.0,120.0,Деснянський,"Закревського Миколи вул., 95-Б",50.53007507,30.62431335,,1
3,22000.0,140.0,Солом'янський,"Повітрофлотський просп., 23",50.43604279,30.47415543,,2
2,11000.0,85.0,Дніпровський,"Воскресенський бульв. (Перова), 11б",50.48083496,30.59259605,,1
2,28000.0,112.5,Дарницький,"Трускавецька вул., 10г",50.40319061,30.60943222,,1
2,10500.0,86.0,Шевченківський,"Берестейський просп. (Перемоги), 70",50.45778656,30.42811012,,3
2,13800.0,98.0,Святошинський,"Святошинська вул., 6",50.45397568,30.38730621,,2
2,12000.0,90.0,Печерський,"Лесі Українки бульв., 5А",50.43607712,30.53002357,,3
2,6000.0,82.0,Солом'янський,"Любомира Гузара просп. (Комарова), 14-А",50.44072723,30.42564201,,2
1,5700.0,77.0,Деснянський,"Радунська вул., 11-а",50.53053665,30.5981884,,1
2,6999.0,90.0,Дніпровський,"Кібальчича Миколи вул., 8",,,,1
2,5800.0,83.0,Дніпровський,"Будівельників вул., 12",50.44591522,30.62133598,,1
1,8000.0,78.5,Дарницький,"Урловская, 14",50.40168381,30.61651802,,1
2,9500.0,82.0,Солом'янський,"Севастопольська пл., 4",50.42372131,30.45893669,,2
2,6000.0,91.0,Оболонський,"Автозаводська вул., 77",50.514732359999996,30.45475578,,2
2,8000.0,86.0,Печерський,"Госпітальний пров., 1А",50.43607712,30.52728271,,3
1,12000.0,81.0,Дарницький,"Драгоманова вул., 40е",50.40684891,30.63951492,,1
2,9000.0,79.0,Подільський,"Тираспольська вул., 43 а",50.4796257,30.4205761,,3
2,8000.0,97.0,Святошинський,"Ірпінська вул., 2",50.46095276,30.36951637,,2
1,5000.0,68.0,Деснянський,"Милославська вул., 31",50.53261948,30.60660744,,1
1,8000.0,57.0,Печерський,"Василя Тютюнника вул. (Барбюса Анрі), 56",50.41762543,30.52743912,Либідська,3
4,36201.2,274.0,Печерський,"Шота Руставелі вул., 17",50.43858337,30.51976013,,3
2,6300.0,89.0,Святошинський,"Наумова генерала вул., 25",50.47335815,30.33444977,,2
3,33246.0,189.0,Шевченківський,"Юрія Іллєнка вул. (Мельникова), 83Д",50.46974182,30.46656418,,3
2,16000.0,132.0,Голосіївський,"Заболотного академіка вул., 1 а",50.36952972,30.46188927,Теремки,3
3,14000.0,111.0,Подільський,"Правди просп., 19",50.50468826,30.44039345,,3
1,9000.0,59.0,Солом'янський,"Повітрофлотський просп., 19",50.43779373,30.476408,,2
3,27705.0,72.0,Шевченківський,"Пушкінська вул., 19",50.44409943,30.51797295,,3
2,11000.0,86.5,Оболонський,"Героїв Дніпра вул., 42Б",50.52010345,30.50988007,Героїв Дніпра,2
3,20000.0,205.0,Дніпровський,"Тичини Павла просп., 2",50.42741776,30.59365654,,1
3,30000.0,282.0,Оболонський,"Володимира Івасюка просп. (Героїв Сталінграда), 22",50.51067734,30.50765419,Мінська,2
3,20000.0,163.0,Оболонський,"Тимошенка маршала вул., 15Г",50.51269913,30.48916817,Мінська,2
1,6000.0,52.0,Святошинський,"Леся Курбаса просп. (50-річчя Жовтня), 14а",50.42829895,30.37556458,,2
2,14000.0,98.0,Голосіївський,"Юлії Здановської вул. (Ломоносова), 52",50.38482285,30.4642601,Виставковий центр,3
2,22000.0,92.0,Оболонський,"Володимира Івасюка просп. (Героїв Сталінграда), 6 а",50.4959259,30.51983643,,2
2,19000.0,79.0,Голосіївський,"Глушкова академіка просп., 9 Г",50.37118912,30.4627018,Іподром,3
1,21000.0,77.0,Шевченківський,"Січевих стрільців, 84а",50.45860291,30.48703384,,3
3,29552.0,238.0,Шевченківський,"Ільєнка, 18б",50.46657944,30.47665596,,3
2,21000.0,117.0,Святошинський,"Берестейський просп. (Перемоги), 65-а",50.45749664,30.40967178,,2
1,8500.0,58.0,Дніпровський,"Івана Котляревського бульв. (Праці), 5",50.45423126,30.6187706,,1
1,17900.0,111.0,Дарницький,"Дніпровська наб., 16 Г",50.40006638,30.61242104,,1
1,5500.0,56.0,Солом'янський,"Мартиросяна вул., 6",50.4276123,30.45622063,,2
1,15500.0,79.0,Солом'янський,"Солом'янська вул., 5",50.42910767,30.47506523,,2
2,29000.0,150.0,Подільський,"Дегтярна вул., 19",50.45798111,30.51078033,Контрактова площа,3
2,35093.0,82.0,Подільський,"Набережно-Рибальська дорога вул., 3",50.47969437,30.53487396,,3
2,20000.0,112.5,Печерський,"Філатова академіка вул., 3/1 ",50.41048813,30.53082085,Либідська,3
2,19000.0,139.0,Шевченківський,"Юрія Іллєнка вул. (Мельникова), 18",50.46643066,30.47517014,,3
2,10800.0,102.0,Печерський,"Михайла Бойчука вул. (Кіквідзе), 28",50.41055298,30.54908943,,3
1,7000.0,52.0,Шевченківський,"Володимира Сальського вул. (Котовського), 31",50.47891617,30.43252754,,3
2,7000.0,85.0,Дніпровський,"Гашека Ярослава бульв., 17/1",50.43910599,30.63166237,,1
2,11000.0,101.0,Голосіївський,"Антоновича вул. (Горького), 164",50.41560745,30.52082253,Либідська,3
2,11000.0,99.0,Солом'янський,"Лобановського просп. (Червонозоряний), 12",50.42068481,30.46912193,,2
1,10000.0,59.0,Голосіївський,"проспект  Голосіївський, 74 а",50.39883041,30.50833511,Голосіївська,3
2,14000.0,108.0,Голосіївський,"Виставкова вул. (Потєхіна полковника), 5",50.38121033,30.49246979,Виставковий центр,3
1,9000.0,68.0,Дніпровський,"Туманяна Ованеса вул., 8",,,,1
1,7000.0,60.0,Дарницький,"Бориспільська вул., 26з",50.42573547,30.67968369,,1
2,13000.0,95.0,Голосіївський,"Голосіївський просп. (40-річчя Жовтня), 92",50.39131165,30.50212288,Голосіївська,3
3,20000.0,136.0,Шевченківський,"Кирило-Мефодіївська вул., 7",50.45289993,30.47210121,,3
1,8500.0,82.0,Деснянський,"Градинська вул., 7",50.51836395,30.59865189,,1
1,13000.0,65.0,Солом'янський,"Чоколівський бульв., 27б",50.43453979,30.45202827,,2
2,6500.0,82.0,Дніпровський,"Воскресенський бульв. (Перова), 42",50.487724299999996,30.59264374,,1
2,16000.0,127.0,Голосіївський,"Максимовича вул. (Трутенка Онуфрія), 3 д",50.39073563,30.47984695,Васильківська,3
1,9000.0,78.0,Подільський,"Порика Василя просп., 9Г",50.50993729,30.41454506,,3
1,6000.0,40.0,Солом'янський,"Олекси Тихого вул. (Виборзька), 12",50.44752884,30.45010185,,2
6,92350.0,395.0,Шевченківський,"Ярославів Вал вул., 16",50.45063019,30.51084518,,3
1,5500.0,40.0,Подільський,"Івана Виговського вул. (Гречка маршала), 9",50.49138641,30.40516281,,3
3,13000.0,117.0,Голосіївський,"Голосіївський просп. (40-річчя Жовтня), 120",50.38465118,30.48480606,Виставковий центр,3
1,8200.0,63.0,Святошинський,"Берковецька вул., 6-а",50.4981842,30.35737991,,2
1,10000.0,73.0,Дарницький,"Григоренка Петра просп., 18а",50.41057587,30.62496758,,1
2,25000.0,99.0,Печерський,"Шовковична вул., 30/35",50.44248581,30.52985191,,3
2,10000.0,95.5,Святошинський,"Вернадського академіка бульв., 7/60",50.45856857,30.3781147,,2
1,7000.0,69.0,Дарницький,"Ахматової Анни вул., 15",50.40958023,30.63474274,,1
2,14000.0,148.0,Дарницький,"Княжий Затон, 16б",50.39240646,30.64094162,,1
2,22164.0,122.0,Голосіївський,"Голосіївський просп. (40-річчя Жовтня), 58",50.40083313,30.51300812,Голосіївська,3
3,18500.0,171.0,Дарницький,"Бажана Миколи просп., 24",50.39844894,30.64295006,,1
2,25858.0,100.0,Печерський,"Драгомирова вул., 14а",50.41180038,30.54562759,,3
2,10000.0,150.0,Дарницький,"Драгоманова вул., 31б",50.40164566,30.64009857,,1
3,12300.0,130.0,Дарницький,"Григоренка Петра просп., 36",50.39386368,30.63438797,,1
2,10500.0,125.0,Дарницький,"Урлівська вул., 19",50.40992737,30.61586761,,1
2,16000.0,120.0,Дарницький,"Урлівська вул., 21б",50.40973282,30.61409187,,1
2,13000.0,117.0,Дарницький,"Кошиця Олександра вул., 9б",50.4043808,30.6410656,,1
3,15000.0,112.0,Святошинський,"Зодчих вул., 66",50.43457031,30.36180305,,2
2,8000.0,98.0,Дарницький,"Бориспільська вул., 34",50.42381287,30.68718719,,1
2,18000.0,143.0,Голосіївський,"Левітана вул., 3",50.37556458,30.54175949,,3
2,36940.0,110.0,Подільський,"Петра Сагайдачного вул. (Олександрівська), 16-Б",50.4617157,30.52172089,Контрактова площа,3
1,4000.0,38.0,Подільський,"Перемишльська вул. (Червонопільська), 2",50.50980377,30.44268608,,3
2,8000.0,84.0,Оболонський,"Кондратюка Юрія вул., 2а",50.52551651,30.45535851,,2
2,10000.0,90.0,Деснянський,"Мілютенка вул., 23",50.47834778,30.62616158,,1
1,25000.0,85.0,Подільський,"Дегтярна вул., 20",50.45824051,30.51050377,Контрактова площа,3
1,18470.0,96.0,Шевченківський,"Мала Житомирська вул., 5",50.45215607,30.52070618,,3
3,36940.0,250.0,Печерський,"Гусовського вул., 11/11",50.43402863,30.54109955,,3
2,25000.0,121.0,Голосіївський,"Самійла Кішки вул. (Конєва), 12",50.38367462,30.45689011,Іподром,3
4,73880.0,310.0,Шевченківський,"Хмельницького Богдана вул., 68",50.44783401,30.50363159,,3
2,29552.0,142.0,Шевченківський,"Стрілецька вул., 28",50.45171356,30.51036644,,3
2,25858.0,142.0,Шевченківський,"Гончара Олеся вул., 59",50.44903183,30.5003376,,3
2,10500.0,124.0,Оболонський,"Рокоссовського маршала просп., 2б",50.52025986,30.46122551,,2
2,29552.0,123.0,Голосіївський,"Жилянська вул., 30а",50.43486023,30.51086807,Олімпійська,3
3,55410.0,261.0,Печерський,"Шовковична вул., 22",50.44360733,30.53137398,,3
2,15000.0,111.0,Солом'янський,"Гарматна вул., 38А",50.44262314,30.42978859,,2
3,18000.0,183.0,Святошинський,"Львівська вул., 22а",50.45537949,30.37439728,,2
2,24000.0,113.0,Подільський,"Ігоревська вул., 5",50.46092987,30.52374077,Поштова площа,3
2,17000.0,106.0,Шевченківський,"Паторжинського вул., 8",50.44949341,30.51750946,,3
1,14000.0,80.0,Дарницький,"Ревуцького вул., 40 В",50.40245819,30.65068054,,1
1,7000.0,55.0,Деснянський,"Кубанської України вул. (Жукова маршала), 15/13",50.47146988,30.64124107,,1
3,10000.0,102.6,Солом'янський,"Генерала Генадія Воробйова вул. (Курська), 20",50.44063187,30.46689606,,2
3,9000.0,159.0,Деснянський,"Екстер Олександри  вул. (Цвєтаєвої Марини), 12",50.52436066,30.6166935,,1
3,12000.0,163.6,Деснянський,"Закревського Миколи вул., 99",50.53073883,30.62391853,,1
1,5500.0,68.0,Деснянський,"Екстер Олександри  вул. (Цвєтаєвої Марини), 8",50.52339172,30.62402534,,1
1,7000.0,62.0,Деснянський,"Червоної Калини просп. (Маяковського Володимира), 26б",50.50640869,30.61157036,,1
1,7000.0,58.0,Голосіївський,"Глушкова академіка просп., 23",50.36701965,30.45601654,Теремки,3
3,12000.0,124.0,Оболонський,"Героїв Дніпра вул., 42А",50.52116013,30.51053429,Героїв Дніпра,2
1,11000.0,89.0,Голосіївський,"Метрологічна вул., 52",50.34815979,30.47633171,,3
3,31399.0,130.0,Подільський,"Костянтинівська вул., 20/14",50.46736145,30.51153374,Контрактова площа,3
4,55410.0,290.0,Шевченківський,"Золотоворітська вул., 13",50.4482193,30.50461197,,3
1,18000.0,79.0,Солом'янський,"Богданівська вул., 7-Д",50.43644333,30.47860527,,2
3,29552.0,235.0,Шевченківський,"Січових Стрільців вул. (Артема), 40",50.4564209,30.49557686,,3
5,70186.0,317.0,Шевченківський,"Глибочицька вул., 32",50.46242142,30.49330521,,3
2,24000.0,104.0,Солом'янський,"Липківського, 38",50.42625427,30.4180069,,2
1,7000.0,75.0,Дарницький,"Руденко Лариси вул., 10в",50.39318848,30.64075279,,1
2,6000.0,50.0,Дніпровський,"Празька вул., 22",50.43819427,30.63993073,,1
2,18000.0,104.0,Святошинський,"Берестейський просп. (Перемоги), 67А",,,,2
3,26900.0,168.0,Голосіївський,"Ломоносова, 50/2",50.38595581,30.46463585,Виставковий центр,3
2,7500.0,94.0,Деснянський,"Закревського Миколи вул., 53",50.51075363,30.62124825,,1
3,14000.0,131.0,Дніпровський,"Митрополита Андрея Шептицького вул. (Луначарського Анатолія), 3-Г",50.45629501,30.58621025,,1
1,10500.0,72.0,Шевченківський,"Лук'янівська вул., 63",50.46373367,30.49782181,,3
3,55500.0,220.0,Печерський,"Євгена Коновальця вул. (Щорса), 32-Б",50.42583847,30.5324955,,3
1,8000.0,71.0,Дніпровський,"Алма-Атинська вул., 39-З",50.44330597,30.66522408,,1
