rooms,price,flat_area,district,address,latitude,longitude,subway,prestigious
4,48022.0,327.0,Оболонський,"Володимира Івасюка просп. (Героїв Сталінграда), 2Д",50.48987579,30.52966881,,2
2,15000.0,108.0,Голосіївський,"Метрологічна вул., 109",50.34103775,30.47720528,,3
1,8000.0,77.0,Деснянський,"Лаврухіна Миколи вул., 12",50.51763535,30.59777641,,1
3,19000.0,208.0,Оболонський,"Володимира Івасюка просп. (Героїв Сталінграда), 12Е",50.50627899,30.5133152,Мінська,2
2,40634.0,120.0,Печерський,"крещатик, 25",50.44770813,30.52297592,,3
1,11000.0,61.0,Дарницький,"Бориса Гмирі вул., 12б",,,,1
1,16499.0,105.0,Шевченківський,"Юрія Іллєнка вул. (Мельникова), 51б",50.46557999,30.47480202,,3
1,7000.0,68.0,Дарницький,"Софії Русової вул., 7г",50.39020538,30.62541771,,1
1,9000.0,65.0,Дарницький,"Софії Русової вул., 1",50.38983917,30.62565422,,1
1,33246.0,105.0,Шевченківський,"Софіївська вул., 14",50.45199585,30.51955223,Майдан Незалежності,3
1,6000.0,80.0,Дніпровський,"Запорожця Петра вул., 3",50.47899628,30.59662628,,1
2,17731.2,110.0,Дніпровський,"Дніпровська наб., 1",50.4282608,30.59459305,,1
2,18000.0,117.0,Дніпровський,"Дніпровська наб., 1б",50.4287796,30.59456444,,1
2,19999.0,131.0,Дніпровський,"Соборності просп. (Возз'єднання), 17",50.43655014,30.61548615,,1
1,12999.0,69.0,Оболонський,"Сім’ї Кульженків вул. (Дехтяренка Петра), 37",50.52169037,30.46897316,,2
2,39000.0,160.0,Подільський,"Андріївський узвiз, 2Б",50.46214676,30.51746559,Контрактова площа,3
1,11000.0,78.0,Голосіївський,"Академіка Вільямса, 3а",50.38794327,30.46487617,Виставковий центр,3
3,66492.0,157.0,Печерський,"Джона Маккейна вул. (Кудрі Івана), 1А",50.4144249,30.52585793,Либідська,3
1,8500.0,52.3,Святошинський,"Туполєва академіка вул., 5в",50.47929764,30.39359665,,2
1,12000.0,51.0,Подільський,"Введенська вул., 7/9",50.46923828,30.50714493,Тараса Шевченка,3
2,11000.0,90.0,Дарницький,"Кошиця Олександра вул., 7",50.40543365,30.6444912,,1
1,4000.0,51.0,Дніпровський,"Карбишева, 1/29",50.48767471,30.60816574,,1
3,28000.0,158.0,Шевченківський,"Коцюбинського Михайла вул., 2",50.44890594,30.50345802,,3
1,11500.0,87.0,Оболонський,"Сім’ї Кульженків вул. (Дехтяренка Петра), 35",50.52171707,30.46697807,,2
1,5200.0,62.5,Деснянський,"Радунська вул., 1/10",50.52534103,30.60072899,,1
3,25000.0,132.0,Шевченківський,"Пушкінська вул., 39",50.44067383,30.516922,Площа Льва Толстого,3
2,9000.0,94.0,Голосіївський,"Феодосійська вул., 48/52",50.400177,30.54023361,,3
2,24011.0,90.0,Печерський,"Дарвіна вул., 8",50.44131851,30.5256424,,3
3,22000.0,125.0,Святошинський,"Берестейський просп. (Перемоги), 71-А",50.45708847,30.40187263,,2
3,59104.0,188.0,Шевченківський,"Гоголівська вул., 43",50.45477676,30.49369621,,3
3,36940.0,182.7,Шевченківський,"Глибочицька вул., 32-Б",50.46211243,30.4941864,,3
2,12500.0,110.0,Солом'янський,"Практична вул., 2",50.39253616,30.47110748,Васильківська,2
2,6000.0,89.0,Солом'янський,"Машинобудівна вул., 24",50.44784927,30.4357338,,2
2,12000.0,80.0,Шевченківський,"Довнар-Запольського вул., 11",50.46360397,30.47385788,,3
2,40634.0,235.0,Печерський,"Василя Тютюнника вул. (Барбюса Анрі), 37/1",50.42111969,30.5263195,Либідська,3
2,27705.0,160.0,Дарницький,"Дніпровська наб., 14",50.40174484,30.61401367,,1
3,42481.0,257.0,Шевченківський,"Тургенєвська вул., 28а-30а",50.45097733,30.49421501,,3
2,16000.0,120.1,Дарницький,"Декабристів, 12/37",50.40351868,30.65205002,,1
2,18990.0,129.0,Дарницький,"Урлівська вул., 30",50.40962982,30.61843109,,1
3,48022.0,275.0,Дарницький,"Срібнокільська вул., 2а",,,,1
1,11000.0,68.0,Дарницький,"Бориса Гмирі вул., 16",50.39073944,30.63020134,,1
1,12000.0,63.0,Шевченківський,"Бульварно-Кудрявська вул. (Воровського), 8Б",50.45410919,30.50254822,,3
1,29552.0,75.6,Шевченківський,"Бульварно-Кудрявська вул. (Воровського), 15а",50.45286179,30.50278282,,3
1,40634.0,42.0,Голосіївський,"Велика Васильківська вул. (Червоноармійська), 26",50.43884277,30.51567841,Площа Льва Толстого,3
1,29552.0,90.0,Шевченківський,"Берестейський просп. (Перемоги), 26",50.45140076,30.46811676,,3
1,11000.0,60.0,Дніпровський,"Ентузіастів вул., 9",50.43675613,30.60197449,,1
2,22164.0,211.0,Голосіївський,"Практична, 2",50.39329529,30.48411369,Васильківська,3
2,18470.0,93.0,Дарницький,"Григоренка Петра просп., 11а",50.41107559,30.62914848,,1
2,12000.0,76.0,Солом'янський,"Вацлава Гавела бульв. (Лепсе Івана), 77",50.42884445,30.41672897,,2
3,30000.0,185.0,Шевченківський,"Златоустівська вул., 16",50.4495163,30.4893322,,3
3,12000.0,114.5,Оболонський,"Оболонський просп., 14б",50.50534439,30.50275612,Оболонь,2
3,36940.0,140.0,Дарницький,"Зарічна вул., 2к1",50.39236069,30.61142731,,1
1,13500.0,60.0,Голосіївський,"Васильківська вул., 100а",50.38207245,30.4763031,Виставковий центр,3
2,9000.0,95.0,Дарницький,"Вишняківська вул., 12",50.39525604,30.64650345,,1
1,8000.0,35.0,Солом'янський,"Машинобудівна вул., 41",50.44981766,30.42057037,,2
1,10000.0,61.0,Оболонський,"Оболонський просп., 7В",50.50463104,30.49427605,Оболонь,2
3,35000.0,242.0,Шевченківський,"Павлівська вул., 17",50.45257568,30.49056053,,3
2,36940.0,122.0,Дарницький,"Зарічна вул., 2/1",50.39509201,30.60359764,,1
2,16000.0,85.0,Солом'янський,"Нижньоключова вул., 14",50.44126129,30.44822502,,2
3,55410.0,320.0,Печерський,"Круглоуніверситетська вул., 3-5",50.44321442,30.52315712,,3
1,6000.0,62.0,Святошинський,"Кулібіна пров., 14",50.45503616,30.39974022,,2
1,12000.0,59.0,Печерський,"Кловський узвiз, 4а",50.44249344,30.53761292,,3
2,6000.0,103.0,Деснянський,"Радунська вул., 5б",50.52733612,30.59931183,,1
2,6500.0,87.0,Оболонський,"Богатирська вул., 4",50.51930618,30.4864254,Героїв Дніпра,2
3,29552.0,216.0,Печерський,"Кловский спуск, 5",50.42749786,30.51920128,Олімпійська,3
3,18000.0,143.0,Печерський,"Михайла Омеляновича-Павленка вул. (Суворова), 11",50.43795013,30.54795074,,3
2,8000.0,93.0,Дарницький,"Ахматової Анни вул., 21",50.40891647,30.63190079,,1
4,36940.0,272.0,Печерський,"Василя Тютюнника вул. (Барбюса Анрі), 5в",50.42960739,30.5228672,,3
3,34000.0,129.0,Печерський,"Виноградний пров., 1/11",50.44206238,30.53504753,,3
3,13000.0,143.0,Дніпровський,"Азербайджанська вул., 16/3",50.4405098,30.64399338,,1
4,73880.0,281.9,Шевченківський,"Ярославів Вал вул., 19",50.4518013,30.50828934,,3
3,169924.0,190.0,Печерський,"Федорова Івана вул., 2а",50.42884827,30.51995659,Олімпійська,3
3,25000.0,176.0,Шевченківський,"Дмитрівська вул., 80-82",50.45504379,30.48854637,,3
1,7500.0,62.0,Оболонський,"Приозерна вул., 8б",50.49287796,30.51629066,Почайна,2
3,92350.0,232.0,Шевченківський,"Берестейський просп. (Перемоги), 42",50.45471573,30.45206833,,3
5,73880.0,298.0,Шевченківський,"Михайлівська вул., 15а",50.45360947,30.52153778,,3
1,38000.0,100.0,Подільський,"Спаська вул., 35",50.46922684,30.52231026,Контрактова площа,3
1,10000.0,69.0,Дарницький,"Урлівська вул., 23в",,,,1
3,40634.0,179.0,Дарницький,"Ахматової Анни вул., 22",50.40853119,30.62496376,,1
1,9500.0,68.0,Печерський,"Цитадельна вул., 5/9",50.43286896,30.54909515,,3
3,24950.0,145.0,Шевченківський,"Салютна вул., 2б",50.47113037,30.40116882,,3
2,27705.0,126.0,Печерський,"Гусовського вул., 12/7",50.43292999,30.540205,,3
3,40634.0,212.0,Печерський,"Філатова академіка вул., 2/1",50.41821671,30.52953529,Либідська,3
2,14000.0,85.0,Печерський,"Миколи Міхновського бульв. (Дружби Народів), 8а",50.41196442,30.53378677,Либідська,3
3,24000.0,115.0,Дарницький,"Дніпровська наб., 18А",50.39793015,30.61333275,,1
2,11000.0,71.0,Печерський,"Фортечний тупик (Тверський), 6/8",50.42270279,30.53195763,,3
2,14000.0,85.0,Печерський,"Миколи Міхновського бульв. (Дружби Народів), 4/6",50.41164398,30.53051758,Либідська,3
2,15000.0,103.0,Дарницький,"Ахматової Анни вул., 13Д",50.40709686,30.63632774,,1
1,19000.0,81.0,Солом'янський,"Липківского Василя вул. (Урицького), 16г",50.43596268,30.48815155,,2
1,22164.0,90.7,Святошинський,"Львівська вул., 11",50.4548912,30.37880516,,2
2,18000.0,119.0,Оболонський,"Гулака Миколи вул., 4",50.51608658,30.45805359,,2
3,33246.0,145.0,Шевченківський,"Хмельницького Богдана вул., 86",50.44830322,30.50069618,,3
1,8200.0,69.0,Оболонський,"Володимира Івасюка просп. (Героїв Сталінграда), 50",50.52300644,30.51528358,Героїв Дніпра,2
2,19000.0,91.0,Солом'янський,"Липківского Василя вул. (Урицького), 16Г",50.43522263,30.48666763,,2
3,13000.0,110.0,Печерський,"Філатова академіка вул., 1/22",50.41749573,30.53066444,Либідська,3
2,20000.0,78.0,Шевченківський,"Шолуденка вул., 1а",50.45090866,30.47659874,,3
3,18000.0,188.0,Дарницький,"Чавдар Єлизавети вул., 5",50.39384842,30.62128067,,1
1,18470.0,110.0,Голосіївський,"Микільсько-Ботанічна вул., 6/8",50.43885422,30.50628281,Площа Льва Толстого,3
4,48022.0,250.0,Шевченківський,"Володимирська вул., 49а",50.44762802,30.51543808,,3
1,18000.0,84.0,Дарницький,"Зарічна вул., 4",50.39236069,30.61142731,,1
3,13000.0,179.0,Дніпровський,"Дарницький бульв., 3",50.46016312,30.61461067,,1
2,16000.0,86.0,Голосіївський,"Дмитра Луценка вул. (Крейсера 'Аврора'), 12",50.38531876,30.44658089,,3
3,25858.0,175.0,Шевченківський,"Гончара Олеся вул., 62",50.44972992,30.50056267,,3
2,18000.0,102.0,Подільський,"Юрківська вул., 34а",50.47328186,30.50862122,Тараса Шевченка,3
2,14444.0,100.0,Оболонський,"Героїв полку ""Азов"" вул. (Малиновського маршала), 11",50.50228119,30.49228287,Оболонь,2
2,29552.0,94.0,Шевченківський,"Саксаганського вул., 37к",50.44021606,30.51378822,Площа Льва Толстого,3
1,25858.0,85.0,Солом'янський,"Липківского Василя вул. (Урицького), 16А",50.43593216,30.48791122,,2
1,8999.0,39.0,Святошинський,"Стеценка вул., 75",50.49372101,30.36971283,,2
1,18470.0,70.0,Печерський,"Панаса Мирного вул., 5",50.43286896,30.54263496,,3
2,18000.0,87.0,Шевченківський,"Парково-Сирецька вул. (Шамрила Тимофія), 4в",50.4642067,30.43886566,,3
3,15000.0,127.0,Голосіївський,"Голосіївський просп. (40-річчя Жовтня), 11",50.40325928,30.51983833,Деміївська,3
2,10999.0,84.0,Шевченківський,"Антона Цедіка вул. (Потьє Ежена), 11",50.45917892,30.43623352,,3
2,9000.0,92.0,Дарницький,"Тростянецька вул., 47",50.4197464,30.65554047,,1
3,31399.0,193.0,Шевченківський,"Парково-Сирецька вул. (Шамрила Тимофія), 4В",50.4642067,30.43886566,,3
3,22000.0,132.0,Шевченківський,"Тургенєвська вул., 48/13",50.45265579,30.49126434,,3
1,24000.0,71.0,Печерський,"Шовковична вул., 7а",50.44503021,30.5341568,,3
2,33246.0,138.0,Печерський,"Велика Васильківська вул. (Червоноармійська), 43",50.43616486,30.51631927,Площа Льва Толстого,3
1,8000.0,59.0,Святошинський,"Чистяківська вул., 26",50.45080566,30.39831734,,2
2,12000.0,101.0,Оболонський,"Оболонський просп., 10а",50.50313568,30.50137711,Мінська,2
2,78312.79999999999,100.0,Подільський,"Андріївський узвiз, 3",50.46151733,30.51717377,Контрактова площа,3
1,22164.0,80.0,Святошинський,"Берестейський просп. (Перемоги), 37",50.45255661,30.39224625,,2
3,44328.0,193.0,Шевченківський,"Кудрявський узвiз, 3А",50.45703125,30.49983215,,3
2,10500.0,123.0,Дарницький,"Драгоманова вул., 1к",50.4187088,30.63581085,,1
3,10000.0,120.0,Голосіївський,"Стельмаха Михайла вул., 7/2",50.39421463,30.50284004,Голосіївська,3
1,7000.0,61.4,Деснянський,"Мілютенка вул., 5а",50.46641922,30.63233185,,1
4,73880.0,286.0,Шевченківський,"Шевченка Тараса бульв., 27б",50.44519806,30.49727821,,3
4,84962.0,326.0,Печерський,"Ділова вул., 4",50.43016815,30.52061844,,3
3,28000.0,189.0,Печерський,"Предславинська вул., 31/11",50.42405701,30.52174377,Олімпійська,3
1,10000.0,70.0,Дніпровський,"Георгія Тороповського вул. (Дубового Івана), 37-А",50.44930267,30.61168671,,1
2,30000.0,113.0,Голосіївський,"Саксаганського вул., 37К",50.43545532,30.51250458,Площа Льва Толстого,3
2,15000.0,118.0,Подільський,"Хорива вул., 49",50.4696312,30.52030754,Контрактова площа,3
1,15000.0,94.0,Голосіївський,"Ясинуватський пров., 10",50.40989685,30.50695992,Деміївська,3
1,17000.0,89.0,Голосіївський,"Наддніпрянське шосе, 2А",50.39185715,30.55728912,,3
2,6000.0,104.0,Оболонський,"Оболонський просп., 34а",50.51851654,30.5008831,Героїв Дніпра,2
2,10000.0,106.0,Дарницький,"Бажана Миколи просп., 5е",50.40275955,30.6587944,,1
1,12500.0,74.0,Голосіївський,"Дмитра Луценка вул. (Крейсера 'Аврора'), 6",50.38630295,30.44828033,Іподром,3
1,6500.0,51.0,Голосіївський,"Проспект Науки, 11",50.40916061,30.50574303,Деміївська,3
1,11500.0,62.0,Дарницький,"Харківське шосе, 190",50.40667343,30.67482758,,1
4,36940.0,215.0,Голосіївський,"Антоновича вул. (Горького), 4",50.43897629,30.5133152,,3
4,92350.0,246.0,Шевченківський,"Гончара Олеся вул., 30а",50.45138168,30.5061264,,3
4,81268.0,290.0,Шевченківський,"Франка Івана вул., 40",50.44566345,30.50784111,,3
2,24011.0,111.0,Шевченківський,"Франка Івана вул., 9",50.44895554,30.50990295,,3
3,12000.0,108.0,Солом'янський,"Вацлава Гавела бульв. (Лепсе Івана), 19",50.44602585,30.41991997,,2
2,32000.0,167.0,Голосіївський,"Антоновича вул. (Горького), 131",50.42925262,30.51433945,Олімпійська,3
2,18000.0,124.0,Голосіївський,"Голосіївський просп. (40-річчя Жовтня), 30 в",50.40533066,30.51675224,Либідська,3
2,12000.0,134.0,Дарницький,"Драгоманова вул., 40 з",50.40610123,30.6382122,,1
3,16000.0,136.0,Голосіївський,"Юлії Здановської вул. (Ломоносова), 36в",50.39075851,30.47652817,Васильківська,3
2,8000.0,83.6,Солом'янський,"Повітрофлотський просп., 12/6",50.43991089,30.47801971,,2
2,41000.0,150.0,Голосіївський,"Саксаганського вул., 44 б",50.43666458,30.50834084,Площа Льва Толстого,3
3,35093.0,245.0,Печерський,"Старонаводницька вул., 13",50.42676163,30.54283333,,3
2,8000.0,98.0,Голосіївський,"Глушкова академіка просп., 9",50.37292099,30.46764755,Іподром,3
2,9000.0,79.0,Солом'янський,"вул. Кавказська, 13",50.45247269,30.42409515,,2
1,7000.0,51.0,Дарницький,"Братства тарасівців вул. (Декабристів), 5Б",50.4054184,30.65807343,,1
2,36940.0,193.0,Печерський,"Старонаводницька вул., 4В",50.42722321,30.54215813,,3
1,8500.0,81.0,Дніпровський,"Гашека Ярослава бульв., 20",50.43790817,30.63439941,,1
2,8000.0,91.0,Дніпровський,"Березняківська вул., 38",50.4222641,30.59546089,,1
2,7000.0,87.0,Святошинський,"Симиренка вул., 14/9",50.41315842,30.39441681,,2
4,35000.0,295.0,Оболонський,"Володимира Івасюка просп. (Героїв Сталінграда), 6",,,Оболонь,2
3,24000.0,220.0,Оболонський,"Володимира Івасюка просп. (Героїв Сталінграда), 8",,,Оболонь,2
1,17000.0,76.0,Дарницький,"Ревуцького вул., 54 Б",50.39194107,30.65332794,,1
2,8500.0,90.0,Шевченківський,"Дегтярівська вул., 43/3",50.46215057,30.43990135,,3
3,19000.0,180.0,Голосіївський,"Льва Толстого вул., 25",50.44107819,30.5050354,,3
3,10000.0,102.0,Шевченківський,"Берлінського Максима вул., 23/8а",50.47671509,30.44119453,,3
2,12500.0,110.0,Голосіївський,"Малокитаївська вул., 3",50.39892578,30.52735519,Деміївська,3
4,13000.0,157.0,Шевченківський,"Юрія Іллєнка вул. (Мельникова), 69",50.46630478,30.47259712,,3
1,9000.0,78.1,Дарницький,"Мишуги Олександра вул., 1/4",50.39625168,30.64156151,,1
1,12000.0,97.0,Дніпровський,"Воскресенська вул., 12Б",50.46764374,30.60357857,,1
2,22164.0,87.0,Солом'янський,"Берестейський просп. (Перемоги), 37з",50.44930649,30.46068192,,2
2,10000.0,128.0,Печерський,"Князів Острозьких вул. (Московська), 45/1",50.43121719,30.54523849,,3
4,36940.0,231.0,Дарницький,"Зарічна вул., 1г",50.39555359,30.60163116,,1
1,5000.0,61.0,Дарницький,"Польова, 10",50.36766434,30.70406914,,1
2,12000.0,125.0,Дарницький,"Бажана Миколи просп., 24/1",50.39853287,30.64284325,,1
2,9000.0,79.0,Оболонський,"Оболонський просп., 16е",50.50872421,30.5020771,Мінська,2
3,55410.0,252.0,Шевченківський,"Богдана Хмельницкого, 58-А",50.44807053,30.50549698,,3
3,31399.0,179.0,Печерський,"Лаврська вул., 7",50.43618393,30.55381775,,3
1,5000.0,70.0,Дніпровський,"Романа Шухевича просп. (Ватутіна), 26",50.49528122,30.5982399,,1
3,6000.0,115.0,Дарницький,"Привокзальна вул., 14А",50.42844391,30.64528084,,1
2,45000.0,220.0,Печерський,"Велика Васильківська вул. (Червоноармійська), 47",50.43496323,30.51642036,Олімпійська,3
1,6000.0,44.0,Святошинський,"Верховинна вул., 85",50.45131683,30.35481834,,2
1,15000.0,81.0,Солом'янський,"Вацлава Гавела бульв. (Лепсе Івана), 6/7-А",50.44741058,30.42126465,,2
3,55410.0,190.0,Шевченківський,"Нестеровський пров., 6",50.45686722,30.50391388,,3
2,36940.0,134.0,Печерський,"Грушевського Михайла вул., 9",50.44481659,30.54287338,,3
2,36940.0,216.0,Шевченківський,"Дмитрівська вул., 66А",50.45302582,30.48897934,,3
2,8500.0,89.0,Шевченківський,"Марії Капніст вул. (Желябова), 10а",,,,3
1,9999.0,55.0,Шевченківський,"Казармена вул. (Андрющенка Григорія), 4б",,,,3
2,35000.0,150.0,Солом'янський,"Липківского Василя вул. (Урицького), 33а",50.4321022,30.47738266,,2
3,19900.0,255.0,Шевченківський,"Бехтерівський пров., 14",50.45848083,30.49690437,,3
1,12000.0,78.0,Шевченківський,"Саксаганського вул., 102",50.44292831,30.49828529,,3
2,20500.0,125.0,Святошинський,"Вернадського академіка бульв., 24",50.46253967,30.37446594,,2
1,8300.0,69.0,Дарницький,"Урлівська вул., 23А",50.41062546,30.61347198,,1
3,15000.0,160.0,Шевченківський,"Тургеніська, 26-28",50.45067978,30.49308968,,3
1,20000.0,79.0,Святошинський,"Львівська вул., 15",50.45438385,30.37629509,,2
2,9000.0,114.0,Дарницький,"Драгоманова вул., 12а",50.41333771,30.63445663,,1
1,18470.0,128.0,Солом'янський,"Генерала Шаповала вул. (Механізаторів), 2",50.42980576,30.48435402,,2
3,73880.0,201.0,Печерський,"Євгена Коновальця вул. (Щорса), 26А",50.42743301,30.53043365,,3
3,25000.0,157.0,Шевченківський,"Назарівська вул. (Вєтрова), 13",50.44307327,30.49994278,,3
1,8000.0,66.0,Дарницький,"Братства тарасівців вул. (Декабристів), 5",50.4054718,30.6572876,,1
3,15000.0,139.0,Дарницький,"Драгоманова вул., 6/1",50.4160614,30.63412094,,1
3,14000.0,169.0,Дарницький,"Вишняківська вул., 8б",50.39598465,30.64973259,,1
1,10500.0,92.0,Дарницький,"Ахматової Анни вул., 30",,,,1
2,13999.0,158.0,Дарницький,"Драгоманова вул., 1л",50.41921234,30.6350708,,1
2,20000.0,106.0,Шевченківський,"Саксаганського вул., 121",50.4419136,30.4979496,,3
3,12000.0,126.0,Деснянський,"Каштанова вул., 12Б",50.50493622,30.58694458,,1
2,18000.0,127.0,Шевченківський,"Герцена вул., 35",50.47301102,30.4635582,,3
1,4999.0,36.0,Святошинський,"Вернадського академіка бульв., 67",50.46452332,30.36734962,,2
3,9500.0,132.3,Подільський,"Порика Василя просп., 9г",50.50993729,30.41454506,,3
1,6000.0,63.0,Шевченківський,"Ольжича вул., 18",50.48020554,30.44479752,,3
1,8000.0,83.0,Дарницький,"Здолбунівська вул., 9 Б",50.41626358,30.61899185,,1
4,110820.0,290.0,Печерський,"Круглоуніверситетська вул., 14",50.44337845,30.52571106,,3
4,110820.0,350.0,Голосіївський,"Антоновича вул. (Горького), 220",50.41174698,30.52517509,Либідська,3
3,92350.0,273.0,Шевченківський,"Велика Житомирська вул., 18а",50.45584869,30.51347542,,3
2,18000.0,106.0,Печерський,"Заньковецької вул., 8",50.44670868,30.52441406,,3
1,29552.0,73.0,Печерський,"Інститутська вул., 22/7",50.44522476,30.53531837,Майдан Незалежності,3
1,7000.0,53.0,Святошинський,"Корольова академіка вул., 2",50.42698669,30.39412689,,2
1,9500.0,69.0,Дарницький,"Крушельницькой Соломії вул., 15",50.39090347,30.64822388,,1
3,73880.0,264.0,Печерський,"Євгена Коновальця вул. (Щорса), 44А",50.4232254,30.53857231,,3
1,7500.0,73.0,Дарницький,"Григоренка Петра просп., 18 А",50.41057587,30.62496758,,1
2,25858.0,100.0,Солом'янський,"Липківского Василя вул. (Урицького), 16",50.43933868,30.45613289,,2
2,8000.0,86.0,Деснянський,"Братиславська вул., 32",50.47274017,30.62375832,,1
1,10000.0,65.0,Голосіївський,"Глушкова академіка просп., 9є",50.37292099,30.46764755,Іподром,3
2,4000.0,94.0,Деснянський,"Бальзака Оноре вул., 88",50.52798462,30.6107502,,1
2,7000.0,87.0,Святошинський,"Роллана Ромена бульв., 5/8",50.42991257,30.37058449,,2
1,4000.0,48.0,Дніпровський,"Верховної Ради бульв., 14а",50.44747925,30.61909676,,1
1,5000.0,55.0,Деснянський,"Каштанова вул., 14б",50.5052948,30.585989,,1
3,8000.0,117.0,Оболонський,"Олександра Архипенка вул. (Залки Мате), 4а",50.49451447,30.51032257,,2
1,11000.0,72.0,Солом'янський,"Ніщинського Петра вул., 6",50.43848801,30.47093391,,2
1,3700.0,47.0,Дніпровський,"Будівельників вул., 17",50.44616318,30.61612129,,1
1,5000.0,59.0,Дніпровський,"Романа Шухевича просп. (Ватутіна), 28а",50.49347305,30.60079956,,1
2,5500.0,75.0,Дніпровський,"Курнатовського вул., 3",50.48080444,30.60482216,,1
2,17000.0,128.0,Дарницький,"Ревуцького вул., 40б",50.40364456,30.65009689,,1
2,5999.0,110.0,Деснянський,"Драйзера Теодора вул., 9г",50.50101089,30.59985161,,1
1,6000.0,68.0,Солом'янський,"Володимира Брожко вул. (Кіровоградська), 1",50.40985489,30.49359131,Деміївська,2
3,29552.0,208.0,Солом'янський,"Мокра вул. (Кудряшова), 20",50.42996979,30.48716545,,2
3,6999.0,88.0,Дніпровський,"Верховної Ради бульв., 23а",50.45067215,30.62336731,,1
1,5000.0,57.0,Дарницький,"Григоренка Петра просп., 25б",50.40542221,30.6348114,,1
1,7000.0,56.0,Дніпровський,"Будівельників вул., 4",50.44471359,30.62478065,,1
1,6500.0,56.0,Дніпровський,"Алма-Атинська вул., 64а",50.45124435,30.68102837,,1
1,7500.0,82.7,Деснянський,"Драйзера Теодора вул., 38",50.51413345,30.59633255,,1
2,8000.0,86.0,Оболонський,"Оболонський просп., 30",50.51607895,30.49977684,Героїв Дніпра,2
2,9999.0,78.0,Печерський,"Михайла Бойчука вул. (Кіквідзе), 37",50.40734863,30.55262184,,3
1,5000.0,37.0,Деснянський,"Мілютенка вул., 46",50.48382187,30.62558365,,1
2,36000.0,154.0,Подільський,"Воздвиженська вул., 14",50.46134949,30.50947189,Контрактова площа,3
1,20000.0,110.0,Шевченківський,"Шевченка Тараса бульв., 33б",50.44560242,30.49598694,,3
3,33246.0,112.0,Солом'янський,"Волинська вул., 10",50.43008804,30.45011711,,2
3,22000.0,153.0,Шевченківський,"Тургенєвська вул., 29/33",50.45077133,30.4919281,,3
1,15000.0,72.0,Шевченківський,"Гоголівська вул., 42а",50.45480347,30.49522591,,3
3,25000.0,198.0,Шевченківський,"Дмитрівська вул., 75",50.45648956,30.48676682,,3
1,10500.0,58.0,Оболонський,"Володимира Івасюка просп. (Героїв Сталінграда), 51а",50.52025986,30.51141739,Героїв Дніпра,2
1,20000.0,70.0,Шевченківський,"Шолуденка вул., 1в",50.45110703,30.47599602,,3
2,30000.0,134.0,Шевченківський,"Хмельницького Богдана вул., 74",50.44854355,30.50271416,,3
2,30000.0,128.0,Шевченківський,"Хмельницького Богдана вул., 57",50.44810486,30.49922752,,3
3,29552.0,168.0,Шевченківський,"Велика Житомирська вул., 8б",50.4556694,30.51553917,Поштова площа,3
3,40000.0,173.0,Шевченківський,"Бульварно-Кудрявська вул. (Воровського), 7Б",50.4529953,30.50509453,,3
1,18500.0,67.8,Шевченківський,"Теліги Олени вул., 25",50.4756813,30.44814301,,3
3,29552.0,178.0,Шевченківський,"Велика Житомирська вул., 8 Б",50.4556694,30.51553917,Поштова площа,3
2,14000.0,120.0,Дарницький,"Урлівська вул., 9",50.40592957,30.61946678,,1
2,20000.0,107.0,Голосіївський,"Саксаганського вул., 45",50.43576813,30.51081085,Олімпійська,3
2,17000.0,86.0,Печерський,"Ділова вул., 16",50.43035126,30.51737213,,3
1,10500.0,62.0,Дарницький,"Бориса Гмирі вул., 20",50.39052582,30.63163757,,1
2,19000.0,100.0,Шевченківський,"Назарівська вул. (Вєтрова), 7",50.4426384,30.50053596,,3
1,10000.0,56.0,Святошинський,"Осіння вул., 59",50.46649933,30.34256172,,2
1,8200.0,61.0,Святошинський,"Берковецька вул., 6а",50.49829865,30.35725403,,2
3,16000.0,129.8,Дніпровський,"Митрополита Андрея Шептицького вул. (Луначарського Анатолія), 3б",50.45659256,30.58795357,,1
2,32507.2,150.0,Печерський,"Євгена Коновальця вул. (Щорса), 32Б",50.42583847,30.5324955,,3
2,17000.0,90.0,Голосіївський,"Юнацька, 17",50.39250565,30.47151184,,3
3,16000.0,164.0,Шевченківський,"Бехтерівський пров., 10",50.45778656,30.49622536,,3
3,36940.0,202.0,Солом'янський,"Гарматна вул., 38 А",50.44262314,30.42978859,,2
3,33246.0,165.0,Печерський,"Василя Тютюнника вул. (Барбюса Анрі), 22/26",50.42534637,30.52252007,Олімпійська,3
2,15000.0,140.0,Голосіївський,"Науки просп., 69",50.37609482,30.54085732,,3
1,12000.0,80.0,Оболонський,"Кондратюка Юрія вул., 7",,,,2
2,48022.0,118.0,Шевченківський,"Софіївська вул., 16/16",50.4523735,30.51799583,Майдан Незалежності,3
2,28000.0,104.0,Голосіївський,"Велика Васильківська вул. (Червоноармійська), 80",50.43088531,30.51569176,Площа Льва Толстого,3
2,10000.0,81.0,Шевченківський,"Данила Щербаківського вул. (Щербакова), 57в",50.47812653,30.40314674,,3
5,129290.0,424.0,Шевченківський,"Хмельницького Богдана вул., 78",50.4480629,30.50206375,,3
1,12000.0,57.0,Голосіївський,"Самійла Кішки вул. (Конєва), 5а",50.38169861,30.46366692,Іподром,3
2,19000.0,128.4,Печерський,"Євгена Коновальця вул. (Щорса), 32-в",50.42533875,30.53157234,Палац Україна,3
