rooms,price,flat_area,district,address,subway,prestigious,Closest_subway,Closest_subway_location,Distance to subway in (m),Time to walk to subway,Distance to subway in seconds,target_location,Distance to subway in (km),Duration to subway in mins
1,118208.0,212.0,Шевченківський,"Шевченка Тараса бульв., 30",,3,Universytet,"50.4432683, 30.5046312",372.0,6 mins,363.0,"50.44524002,30.50494576",0.4,6.0
3,92350.0,302.0,Голосіївський,"Володимирська вул., 79",Площа Льва Толстого,3,Ploshcha Lva Tolstogo,"50.4401898, 30.5183801",947.0,12 mins,718.0,"50.4371376,30.51028633",0.9,12.0
3,15000.0,129.0,Подільський,"Волоська вул., 24",,3,,,,,,"nan,nan",,0.0
2,17500.0,125.0,Дарницький,"Бажана Миколи просп., 8б",,1,Osokorky,"50.395248, 30.616231",595.0,7 mins,430.0,"50.39253616,30.61231422",0.6,7.0
1,12000.0,91.0,Дніпровський,"Воскресенська вул., 12в",,1,Darnytsia,"50.455958, 30.61296999999999",2120.0,27 mins,1607.0,"50.46709824,30.60315323",2.1,27.0
2,18000.0,110.0,Печерський,"Лютеранська, 3",Площа Льва Толстого,3,Klovska,"50.4369687, 30.531807",845.0,10 mins,617.0,"50.43628693,30.52877045",0.8,10.0
2,23000.0,107.0,Дарницький,"Дніпровська наб., 14б",,1,Osokorky,"50.395248, 30.616231",884.0,11 mins,670.0,"50.40278625,30.61405754",0.9,11.0
2,554100.0,600.0,Печерський,"Болсуновський пров. (Мічуріна), 35",,3,Druzhby Narodiv,"50.41703299999999, 30.547317",1357.0,18 mins,1075.0,"50.42192459,30.55837059",1.4,18.0
4,92350.0,370.0,Голосіївський,"Ломоносова, 50",Деміївська,3,Demiivska,"50.404788, 30.516868",404.0,5 mins,286.0,"50.40202332,30.51443291",0.4,5.0
1,18000.0,99.0,Оболонський,"Героїв полку ""Азов"" вул. (Малиновського маршала), 4в",Мінська,2,Obolon,"50.5015363, 30.4982311",868.0,11 mins,657.0,"50.50515366,30.48916245",0.9,11.0
2,17000.0,97.0,Печерський,"Євгена Коновальця вул. (Щорса), 15 ",Палац Україна,3,Palats Ukraina,"50.4214131, 30.5207637",737.0,8 mins,501.0,"50.42527771,30.52554131",0.7,8.0
2,31399.0,200.0,Печерський,"Ділова, 2б",,3,Olimpiiska,"50.4312893, 30.5168687",950.0,11 mins,645.0,"50.43009186,30.52196884",1.0,11.0
3,29000.0,250.0,Солом'янський,"Ніжинська вул., 5",,2,Shuliavska,"50.45422809999999, 30.44862209999999",2974.0,38 mins,2292.0,"50.44018173,30.43577957",3.0,38.0
2,9000.0,96.5,Дарницький,"Ахматової Анни вул., 4",,1,Kharkivska,"50.40067610000001, 30.6520895",1752.0,22 mins,1313.0,"50.41352463,30.64238548",1.8,22.0
2,14000.0,134.0,Голосіївський,"Васильківська вул., 57/130",Виставковий центр,3,Vystavkovyi tsentr,"50.3824347, 30.47758",105.0,1 min,86.0,"50.38269043,30.47903061",0.1,1.0
3,19000.0,215.0,Дніпровський,"Никольско-Слободская, 2",,1,Livoberezhna,"50.451864, 30.59815699999999",783.0,10 mins,610.0,"50.45450974,30.5910778",0.8,10.0
1,11000.0,60.0,Шевченківський,"Зоологічна вул., 12/15",,3,Politekhnichnyi instytut,"50.4511297, 30.46429349999999",2172.0,28 mins,1656.0,"50.46183395,30.46535301",2.2,28.0
1,8500.0,75.0,Дніпровський,"Дарницький бульв., 1а",,1,Darnytsia,"50.455958, 30.61296999999999",1450.0,18 mins,1074.0,"50.45957184,30.61363792",1.4,18.0
3,10000.0,102.0,Дніпровський,"Тичини Павла просп., 28",,1,Livoberezhna,"50.451864, 30.59815699999999",2774.0,34 mins,2056.0,"50.43195724,30.61206245",2.8,34.0
1,13000.0,65.5,Святошинський,"Петрицького Анатолія вул., 21",,2,Sviatoshyn,"50.4577675, 30.39065719999999",2187.0,28 mins,1689.0,"50.44539261,30.38072586",2.2,28.0
1,14000.0,72.0,Солом'янський,"Липківского Василя вул. (Урицького), 34",,2,Vokzalna,"50.44133530000001, 30.489963",1643.0,19 mins,1168.0,"50.43297195,30.47793007",1.6,19.0
3,25858.0,215.0,Голосіївський,"Героїв Оборони вул., 10 а",,3,,,,,,"nan,nan",,0.0
2,15500.0,104.0,Святошинський,"Петрицького Анатолія вул., 13А",,2,Sviatoshyn,"50.4577675, 30.39065719999999",1966.0,25 mins,1515.0,"50.4471283,30.38143158",2.0,25.0
4,12000.0,155.0,Шевченківський,"Парково-Сирецька вул. (Шамрила Тимофія), 15",,3,Shuliavska,"50.45422809999999, 30.44862209999999",2134.0,26 mins,1580.0,"50.46377563,30.43942833",2.1,26.0
2,9500.0,105.0,Святошинський,"Кольцова бульв., 14Д",,2,Zhytomyrska,"50.45624509999999, 30.3654504",5316.0,1 hour 6 mins,3950.0,"50.42344284,30.38031387",5.3,66.0
1,11000.0,51.0,Солом'янський,"Промениста вул., 50",,2,Vasylkivska,"50.393331, 30.488194",2274.0,29 mins,1761.0,"50.39933777,30.47001457",2.3,29.0
4,22500.0,133.0,Печерський,"Мечникова вул., 18",,3,Klovska,"50.4369687, 30.531807",312.0,3 mins,208.0,"50.43780899,30.53594971",0.3,3.0
5,55410.0,343.0,Голосіївський,"Антоновича вул. (Горького), 18-Б",Площа Льва Толстого,3,Ploshcha Lva Tolstogo,"50.4401898, 30.5183801",780.0,10 mins,599.0,"50.43736267,30.5125885",0.8,10.0
3,51716.0,203.0,Оболонський,"Володимира Івасюка просп. (Героїв Сталінграда), 6Б",,2,Obolon,"50.5015363, 30.4982311",2237.0,28 mins,1660.0,"50.49625778,30.5214653",2.2,28.0
1,18998.0,99.0,Шевченківський,"Юрія Іллєнка вул. (Мельникова), 18-Б",,3,,,,,,"nan,nan",,0.0
4,55410.0,370.0,Шевченківський,"Шевченка Тараса бульв., 27",,3,Universytet,"50.4432683, 30.5046312",793.0,12 mins,700.0,"50.44562912,30.49764061",0.8,12.0
3,40634.0,203.0,Печерський,"Філатова академіка вул., 1/2",Либідська,3,Lybidska,"50.41398259999999, 30.5248848",858.0,10 mins,588.0,"50.41720581,30.53096199",0.9,10.0
3,19000.0,186.0,Солом'янський,"Борщагівська вул., 189",,2,Shuliavska,"50.45422809999999, 30.44862209999999",2295.0,30 mins,1771.0,"50.44308853,30.43859291",2.3,30.0
2,8000.0,94.0,Оболонський,"Агрегатна вул., 2",,2,Obolon,"50.5015363, 30.4982311",3883.0,48 mins,2903.0,"50.50258636,30.45633125",3.9,48.0
4,22000.0,162.0,Шевченківський,"Бульварно-Кудрявська вул. (Воровського), 38",,3,Vokzalna,"50.44133530000001, 30.489963",1338.0,17 mins,1027.0,"50.44974899,30.49468422",1.3,17.0
6,59104.0,385.0,Печерський,"Крутий узвiз, 5",,3,Palats Sportu,"50.439721, 30.51948599999999",1420.0,19 mins,1125.0,"50.44281769,30.52521706",1.4,19.0
2,25000.0,90.2,Шевченківський,"Трьохсвятительська вул., 11",,3,Poshtova ploshcha,"50.45926900000001, 30.524412",815.0,13 mins,795.0,"50.45477676,30.52262497",0.8,13.0
5,73880.0,435.9,Печерський,"Музейний пров., 8",,3,Maidan Nezalezhnosti,"50.4481226, 30.5250038",977.0,13 mins,797.0,"50.45024872,30.52934647",1.0,13.0
2,8000.0,93.0,Дарницький,"Вербицького архітектора вул., 9-г",,1,Vyrlytsia,"50.4029499, 30.666911",1482.0,19 mins,1116.0,"50.41074753,30.65949631",1.5,19.0
3,9000.0,120.0,Солом'янський,"Кадетський Гай вул., 11",,2,,,,,,"50.4144783,30.46875191",,0.0
2,7000.0,79.5,Оболонський,"Володимира Івасюка просп. (Героїв Сталінграда), 54-А",,2,Heroyiv Dnipra,"50.52273400000001, 30.49887",1483.0,18 mins,1078.0,"50.52406311,30.5179882",1.5,18.0
2,8000.0,93.0,Оболонський,"Мінський проспект, 10а ",,2,Obolon,"50.5015363, 30.4982311",1498.0,19 mins,1121.0,"50.49991226,30.51663017",1.5,19.0
4,25000.0,245.0,Дніпровський,"Євгена Сверстюка вул. (Раскової Марини), 52 в",,1,Livoberezhna,"50.451864, 30.59815699999999",1605.0,19 mins,1154.0,"50.44350433,30.60833168",1.6,19.0
2,10000.0,71.0,Шевченківський,"Білоруська вул., 36",,3,Lukianivska,"50.46114710000001, 30.48363239999999",950.0,11 mins,675.0,"50.46514893,30.47228813",1.0,11.0
3,45000.0,213.0,Голосіївський,"Саксаганського вул., 63/28",Площа Льва Толстого,3,Universytet,"50.4432683, 30.5046312",1195.0,17 mins,1033.0,"50.4360199,30.50603676",1.2,17.0
2,29552.0,169.0,Печерський,"Шовковична вул., 32/34",,3,,,,,,"nan,nan",,0.0
1,6500.0,57.0,Дніпровський,"Бучми Амвросія вул., 6а",,1,Livoberezhna,"50.451864, 30.59815699999999",2720.0,35 mins,2122.0,"50.43183136,30.60335541",2.7,35.0
1,5500.0,68.0,Деснянський,"Червоної Калини просп. (Маяковського Володимира), 52",,1,,,,,,"50.5182724,30.61923599",,0.0
4,66492.0,270.0,Шевченківський,"Ярославів Вал вул., 4",,3,Zoloti vorota,"50.445809, 30.515155",558.0,6 mins,357.0,"50.44926071,30.51318169",0.6,6.0
3,51716.0,256.0,Солом'янський,"Мокра вул. (Кудряшова), 20Б",,2,Vokzalna,"50.44133530000001, 30.489963",1710.0,21 mins,1254.0,"50.42969894,30.48602676",1.7,21.0
2,12000.0,87.0,Оболонський,"Тимошенка маршала вул., 6а",Мінська,2,Minska,"50.51224200000001, 30.498551",740.0,10 mins,595.0,"50.51042175,30.49476242",0.7,10.0
1,8500.0,66.0,Печерський,"Бул. Леси Украинки, 11-а",,3,Pecherska,"50.4272737, 30.539398",564.0,7 mins,417.0,"50.431427,30.53560829",0.6,7.0
1,10000.0,106.0,Святошинський,"Клавдієвська вул., 40Г",,2,Akademmistechko,"50.4649376, 30.3550961",2258.0,28 mins,1660.0,"50.47770691,30.33908081",2.3,28.0
2,27000.0,106.0,Печерський,"Шота Руставелі вул., 42",Площа Льва Толстого,3,Palats Sportu,"50.439721, 30.51948599999999",539.0,7 mins,431.0,"50.43568039,30.51804924",0.5,7.0
2,11000.0,87.5,Святошинський,"Депутатська вул., 6",,2,Sviatoshyn,"50.4577675, 30.39065719999999",908.0,11 mins,681.0,"50.45914841,30.38086128",0.9,11.0
1,8000.0,68.0,Деснянський,"Червоної Калини просп. (Маяковського Володимира), 4в",,1,,,,,,"50.50047684,30.59515953",,0.0
1,5900.0,38.0,Солом'янський,"Николая Голего вул. (Лебедєва-Кумача), 28",,2,Shuliavska,"50.45422809999999, 30.44862209999999",3071.0,40 mins,2383.0,"50.43894958,30.43657112",3.1,40.0
2,15000.0,78.5,Печерський,"Кловський узвiз, 12",,3,Klovska,"50.4369687, 30.531807",3299.0,42 mins,2514.0,"50.43928909,30.5377655",3.3,42.0
1,7000.0,62.6,Святошинський,"Котельникова Михайла вул., 3",,2,Sviatoshyn,"50.4577675, 30.39065719999999",1184.0,15 mins,892.0,"50.45218277,30.38650703",1.2,15.0
2,6500.0,86.0,Святошинський,"Зодчих вул., 46",,2,Zhytomyrska,"50.45624509999999, 30.3654504",4094.0,50 mins,3020.0,"50.42633057,30.3678093",4.1,50.0
4,37000.0,324.0,Шевченківський,"Обсерваторна вул., 7",,3,Universytet,"50.4432683, 30.5046312",1513.0,20 mins,1206.0,"50.45329285,30.50098991",1.5,20.0
1,7000.0,71.0,Деснянський,"Радунська вул., 9А",,1,,,,,,"50.52964401,30.5988102",,0.0
3,8000.0,133.0,Дарницький,"Драгоманова вул., 40а",,1,Pozniaky,"50.3978642, 30.6347451",1139.0,14 mins,861.0,"50.40570831,30.63711929",1.1,14.0
1,15000.0,63.0,Голосіївський,"Антоновича вул. (Горького), 94/96",Палац Україна,3,Palats Ukraina,"50.4214131, 30.5207637",701.0,9 mins,542.0,"50.42501068,30.51484871",0.7,9.0
1,5000.0,61.0,Святошинський,"Зодчих вул., 44",,2,Zhytomyrska,"50.45624509999999, 30.3654504",4122.0,51 mins,3047.0,"50.42605972,30.36836624",4.1,51.0
3,31399.0,142.0,Подільський,"Костянтинівська, 20/14",Контрактова площа,3,Kontraktova ploshcha,"50.4659213, 30.5150353",570.0,8 mins,485.0,"50.46736145,30.51153374",0.6,8.0
1,10000.0,74.0,Голосіївський,"Метрологічна вул., 9",,3,Teremky,"50.3671113, 30.4541397",3180.0,40 mins,2384.0,"50.35102463,30.47946548",3.2,40.0
3,5500.0,155.0,Деснянський,"Лаврухіна Миколи вул., 15/46",,1,,,,,,"50.51753998,30.59441948",,0.0
1,12000.0,72.0,Дарницький,"Софії Русової вул., 7А",,1,Osokorky,"50.395248, 30.616231",1363.0,17 mins,1041.0,"50.38726425,30.62639618",1.4,17.0
1,8000.0,41.0,Солом'янський,"Борщагівська вул., 143б",,2,,,,,,"nan,nan",,0.0
3,25000.0,235.0,Дарницький,"Урлівська вул., 11",,1,Osokorky,"50.395248, 30.616231",1687.0,22 mins,1299.0,"50.40742874,30.61970901",1.7,22.0
1,7500.0,59.60000000000001,Солом'янський,"Патріарха Мстислава Скрипника вул., 7",,2,Vokzalna,"50.44133530000001, 30.489963",951.0,12 mins,714.0,"50.4360733,30.48690987",1.0,12.0
2,5500.0,92.0,Святошинський,"Литвиненко-Вольгемут вул., 4",,2,Zhytomyrska,"50.45624509999999, 30.3654504",5195.0,1 hour 3 mins,3802.0,"50.42078781,30.37480164",5.2,63.0
2,12000.0,166.0,Дарницький,"Івана Дяченка вул., 20б",,1,Boryspilska,"50.4033925, 30.68435999999999",3573.0,45 mins,2696.0,"50.38043594,30.70608902",3.6,45.0
3,30000.0,77.0,Печерський,"Шовковична вул., 18",,3,Maidan Nezalezhnosti,"50.4481226, 30.5250038",1138.0,14 mins,813.0,"50.44397354,30.53196335",1.1,14.0
2,15000.0,96.0,Подільський,"Ярославська вул., 31",Контрактова площа,3,Kontraktova ploshcha,"50.4659213, 30.5150353",604.0,8 mins,496.0,"50.46938324,30.51368523",0.6,8.0
1,5000.0,62.0,Дніпровський,"Березняківська вул., 16",,1,Livoberezhna,"50.451864, 30.59815699999999",2968.0,37 mins,2196.0,"50.43016815,30.61483955",3.0,37.0
1,6000.0,60.0,Голосіївський,"Метрологическая, 14 ",,3,,,,,,"nan,nan",,0.0
1,5000.0,62.0,Дніпровський,"Райдужна вул., 22",,1,Livoberezhna,"50.451864, 30.59815699999999",5180.0,1 hour 5 mins,3883.0,"50.48796082,30.58054924",5.2,65.0
1,8000.0,61.0,Дніпровський,"Харківське шосе, 15",,1,Darnytsia,"50.455958, 30.61296999999999",3994.0,51 mins,3039.0,"50.43506622,30.63353539",4.0,51.0
2,5500.0,95.0,Деснянський,"Лісовий просп., 22",,1,Lisova,"50.4646598, 30.64556570000001",3106.0,38 mins,2309.0,"50.48099518,30.62939453",3.1,38.0
1,5000.0,50.0,Дніпровський,"Празька вул., 17",,1,Chernihivska,"50.459892, 30.63029200000001",2596.0,32 mins,1937.0,"50.44003677,30.63825989",2.6,32.0
1,6500.0,59.0,Голосіївський,"Васильківська вул., 49",Виставковий центр,3,Vystavkovyi tsentr,"50.3824347, 30.47758",488.0,6 mins,380.0,"50.38568878,30.48060036",0.5,6.0
1,11500.0,53.0,Солом'янський,"Гетьмана Вадима вул., 26-Б ",,2,Shuliavska,"50.45422809999999, 30.44862209999999",1970.0,26 mins,1561.0,"50.44544983,30.44165802",2.0,26.0
3,7500.0,113.5,Дніпровський,"Тичини Павла просп., 14А",,1,Hidropark,"50.445978, 30.576884",4229.0,52 mins,3132.0,"50.42655563,30.59754753",4.2,52.0
2,8000.0,88.6,Дніпровський,"Малишка Андрія вул., 21б",,1,Chernihivska,"50.459892, 30.63029200000001",975.0,13 mins,784.0,"50.46206284,30.62225723",1.0,13.0
2,7000.0,84.0,Святошинський,"Литвиненко-Вольгемут вул., 5",,2,Zhytomyrska,"50.45624509999999, 30.3654504",5323.0,1 hour 5 mins,3888.0,"50.41967392,30.37519836",5.3,65.0
2,7000.0,103.0,Деснянський,"Ніколаєва архітектора вул., 15Б",,1,,,,,,"50.50905228,30.59333611",,0.0
2,6000.0,110.0,Деснянський,"Каштанова вул., 15б",,1,,,,,,"50.50310135,30.58211899",,0.0
1,9000.0,73.0,Святошинський,"Палладіна академіка просп., 22",,2,Akademmistechko,"50.4649376, 30.3550961",697.0,9 mins,543.0,"50.46143341,30.35706329",0.7,9.0
2,7500.0,78.0,Шевченківський,"Парково-Сирецька вул. (Шамрила Тимофія), 14",,3,Beresteiska,"50.4593178, 30.4186364",1270.0,15 mins,923.0,"50.46258163,30.43369484",1.3,15.0
2,9500.0,92.0,Святошинський,"Леся Курбаса просп. (50-річчя Жовтня), 18а",,2,Zhytomyrska,"50.45624509999999, 30.3654504",4457.0,55 mins,3285.0,"50.42722321,30.37159157",4.5,55.0
2,9000.0,88.0,Святошинський,"Кулібіна вул., 6А",,2,Nyvky,"50.4586495, 30.40437299999999",783.0,10 mins,624.0,"50.45560074,30.39842224",0.8,10.0
3,15000.0,73.0,Оболонський,"Північна вул., 48А",Героїв Дніпра,2,Heroyiv Dnipra,"50.52273400000001, 30.49887",1372.0,16 mins,987.0,"50.52666092,30.51239777",1.4,16.0
2,9000.0,82.0,Дніпровський,"Воскресенський бульв. (Перова), 15",,1,Darnytsia,"50.455958, 30.61296999999999",3787.0,46 mins,2782.0,"50.48233795,30.59336281",3.8,46.0
