rooms,price,flat_area,district,address,subway,prestigious,Closest_subway,Closest_subway_location,Distance Text,Distance Value,Duration Text,Duration Value,target_location
5,26000.0,409.0,Солом'янський,"Лобановського просп. (Червонозоряний), 9/1",,2,,,,,,,"50.42405319,30.46491241"
2,6500.0,85.0,Деснянський,"Кубанської України вул. (Жукова маршала), 37",,1,Lisova,"50.4646598, 30.64556570000001",2.5 km,2506.0,31 mins,1882.0,"50.48005295,30.63531876"
3,8000.0,119.0,Деснянський,"Закревського Миколи вул., 45а",,1,,,,,,,"50.50726318,30.61697578"
2,17500.0,140.0,Дніпровський,"Окіпної Раїси вул., 10А",,1,Livoberezhna,"50.451864, 30.59815699999999",1.0 km,1036.0,13 mins,770.0,"50.44819641,30.58986664"
2,8000.0,84.0,Оболонський,"Володимира Івасюка просп. (Героїв Сталінграда), 13",,2,Obolon,"50.5015363, 30.4982311",1.1 km,1132.0,14 mins,854.0,"50.50104523,30.51238632"
3,13000.0,142.0,Шевченківський,"Обсерваторна вул., 12а",,3,Universytet,"50.4432683, 30.5046312",1.8 km,1836.0,24 mins,1440.0,"50.45534134,30.50221634"
1,9500.0,55.0,Голосіївський,"Ракетная, 24",Деміївська,3,Demiivska,"50.404788, 30.516868",0.5 km,482.0,7 mins,422.0,"50.4066658,30.52067947"
1,5500.0,56.0,Дніпровський,"Харківське шосе, 16",,1,Darnytsia,"50.455958, 30.61296999999999",3.9 km,3932.0,50 mins,2991.0,"50.43550873,30.63010025"
1,8000.0,83.0,Дніпровський,"Харківське шосе, 19б",,1,Darnytsia,"50.455958, 30.61296999999999",4.5 km,4529.0,57 mins,3441.0,"50.43109894,30.6352272"
2,12000.0,92.0,Солом'янський,"Романа Ратушного вул. (Волгоградська), 41а",,2,Vokzalna,"50.44133530000001, 30.489963",2.6 km,2565.0,31 mins,1877.0,"50.42240524,30.48532295"
1,6000.0,83.0,Дніпровський,"Кібальчича Миколи вул., 11",,1,Darnytsia,"50.455958, 30.61296999999999",4.9 km,4935.0,1 hour 2 mins,3709.0,"50.49140167,30.6004734"
2,5999.0,92.0,Деснянський,"Червоної Калини просп. (Маяковського Володимира), 17в",,1,,,,,,,"50.50267792,30.59171677"
1,6800.0,41.0,Дарницький,"Кам'янська вул. (Дніпродзержинська), 125",,1,Vyrlytsia,"50.4029499, 30.666911",0.7 km,671.0,8 mins,504.0,"50.40500641,30.67050934"
2,8000.0,96.0,Дарницький,"Бажана Миколи просп., 9а",,1,,,,,,,"nan,nan"
1,7000.0,58.0,Дніпровський,"Гашека Ярослава бульв., 13",,1,Darnytsia,"50.455958, 30.61296999999999",3.6 km,3569.0,45 mins,2727.0,"50.43827057,30.63067055"
2,7500.0,101.0,Деснянський,"Червоної Калини просп. (Маяковського Володимира), 72-б",,1,,,,,,,"50.52703476,30.62192535"
3,73880.0,202.0,Голосіївський,"Тарасівська вул., 6а",Площа Льва Толстого,3,Universytet,"50.4432683, 30.5046312",0.8 km,779.0,10 mins,606.0,"50.43946838,30.50725937"
5,147760.0,455.0,Шевченківський,"Костьольна вул., 7",,3,Maidan Nezalezhnosti,"50.4481226, 30.5250038",0.8 km,837.0,12 mins,690.0,"50.45206833,30.52367973"
4,258580.0,400.0,Печерський,"Богомольця академіка вул., 5",,3,Klovska,"50.4369687, 30.531807",2.4 km,2418.0,30 mins,1801.0,"50.44113159,30.52978325"
4,55410.0,278.0,Печерський,"Шовковична вул., 36",,3,Klovska,"50.4369687, 30.531807",2.3 km,2339.0,29 mins,1742.0,"50.44139481,30.52848816"
4,18000.0,189.0,Солом'янський,"Янгеля академіка вул., 16/1",,2,Shuliavska,"50.45422809999999, 30.44862209999999",1.0 km,976.0,13 mins,778.0,"50.44860077,30.45309067"
3,25000.0,226.0,Печерський,"Панківська, 27",,3,Khreshchatyk,"50.4473449, 30.5227597",0.4 km,437.0,6 mins,350.0,"50.44414139,30.5218544"
5,100000.0,630.0,Шевченківський,"Володимирська, 37",,3,Teatralna,"50.444793, 30.51552400000001",0.4 km,444.0,5 mins,318.0,"50.44449234,30.51277542"
2,10000.0,104.0,Дарницький,"Ревуцького вул., 36/2",,1,Kharkivska,"50.40067610000001, 30.6520895",0.9 km,856.0,11 mins,649.0,"50.406353,30.64806557"
2,16000.0,92.0,Шевченківський,"Січових Стрільців вул. (Артема), 30а",,3,Lukianivska,"50.46114710000001, 30.48363239999999",1.3 km,1261.0,15 mins,913.0,"50.45648956,30.49755478"
3,9000.0,126.0,Подільський,"Вишгородська вул., 47В",,3,Minska,"50.51224200000001, 30.498551",4.7 km,4725.0,59 mins,3525.0,"50.51432419,30.44914818"
1,15999.0,78.0,Дарницький,"Драгоманова вул., 4А",,1,Pozniaky,"50.3978642, 30.6347451",2.5 km,2525.0,32 mins,1911.0,"50.41663742,30.63477516"
2,15000.0,127.0,Оболонський,"Тимошенка маршала вул., 29",Мінська,2,Minska,"50.51224200000001, 30.498551",0.5 km,502.0,7 mins,438.0,"50.5130043,30.5014019"
1,5000.0,59.0,Святошинський,"Потапова генерала, 1",,2,Sviatoshyn,"50.4577675, 30.39065719999999",4.8 km,4750.0,59 mins,3564.0,"50.42547226,30.38689041"
2,7500.0,85.0,Голосіївський,"Проспект Науки, 24",Деміївська,3,Demiivska,"50.404788, 30.516868",1.5 km,1500.0,18 mins,1099.0,"50.39873505,30.52947998"
1,6000.0,75.0,Деснянський,"Закревського Миколи вул., 95А",,1,,,,,,,"50.52960968,30.62595749"
2,16000.0,131.0,Голосіївський,"Рудницького Степана вул. (Вільямса академіка), 3/7",Виставковий центр,3,Vystavkovyi tsentr,"50.3824347, 30.47758",2.0 km,1976.0,24 mins,1462.0,"50.38988113,30.46530533"
1,11990.0,63.0,Дарницький,"Бориса Гмирі вул., 16а",,1,Pozniaky,"50.3978642, 30.6347451",1.2 km,1226.0,16 mins,960.0,"50.39008713,30.63012314"
1,11000.0,58.0,Голосіївський,"Ломоносова, 8/11",Голосіївська,3,Holosiivska,"50.3973835, 30.5082507",0.9 km,921.0,10 mins,625.0,"50.39293671,30.50098038"
3,14500.0,113.0,Печерський,"Федорова Івана вул., 10",,3,,,,,,,"nan,nan"
3,12000.0,129.0,Солом'янський,"Гетьмана Вадима вул., 44",,2,Shuliavska,"50.45422809999999, 30.44862209999999",2.8 km,2762.0,36 mins,2184.0,"50.43886948,30.44526863"
2,8500.0,90.0,Голосіївський,"Гатна вул., 8",Голосіївська,3,Holosiivska,"50.3973835, 30.5082507",1.1 km,1140.0,15 mins,902.0,"50.39807129,30.51797485"
1,6000.0,52.0,Солом'янський,"Гарматна вул., 44/2",,2,,,,,,,"nan,nan"
1,5000.0,53.0,Дніпровський,"Курнатовського вул., 26",,1,Darnytsia,"50.455958, 30.61296999999999",4.8 km,4758.0,59 mins,3568.0,"50.48989868,30.60220337"
1,5000.0,49.0,Святошинський,"Зодчих вул., 16",,2,Zhytomyrska,"50.45624509999999, 30.3654504",5.7 km,5714.0,1 hour 10 mins,4197.0,"50.4148674,30.38177109"
2,12000.0,92.0,Печерський,"Лабораторний пров., 2",Олімпійська,3,Palats Ukraina,"50.4214131, 30.5207637",0.8 km,811.0,9 mins,553.0,"50.4259491,30.52370071"
1,10000.0,75.0,Дарницький,"Тростянецька вул., 3",,1,Kharkivska,"50.40067610000001, 30.6520895",2.0 km,1959.0,24 mins,1461.0,"50.41546249,30.64826965"
1,7000.0,77.0,Дарницький,"Харківське шосе, 56",,1,Kharkivska,"50.40067610000001, 30.6520895",3.2 km,3192.0,41 mins,2448.0,"50.42425156,30.64346123"
1,8500.0,52.0,Солом'янський,"Стражеска академіка вул., 1",,2,Beresteiska,"50.4593178, 30.4186364",3.5 km,3465.0,45 mins,2673.0,"50.43349075,30.42020988"
1,7000.0,42.0,Святошинський,"Леся Курбаса просп. (50-річчя Жовтня), 10-Г",,2,Zhytomyrska,"50.45624509999999, 30.3654504",4.1 km,4137.0,51 mins,3039.0,"50.42510986,30.36617279"
1,10500.0,69.0,Оболонський,"Тимошенка маршала вул., 2/4",Оболонь,2,Obolon,"50.5015363, 30.4982311",1.1 km,1094.0,14 mins,829.0,"50.50568008,30.4873333"
2,7500.0,77.7,Шевченківський,"Теліги Олени вул., 41",,3,Dorohozhychi,"50.4735721, 30.4487602",1.1 km,1073.0,14 mins,853.0,"50.48070908,30.45416451"
3,15000.0,105.0,Печерський,"Цитадельна вул., 7",,3,Pecherska,"50.4272737, 30.539398",0.9 km,940.0,11 mins,683.0,"50.43243027,30.54760742"
3,14900.0,116.0,Дніпровський,"Ігоря Шамо бульв. (Давидова Олексія), 20",,1,Livoberezhna,"50.451864, 30.59815699999999",1.2 km,1179.0,16 mins,935.0,"50.44226837,30.59855843"
2,17900.0,175.0,Оболонський,"Володимира Івасюка просп. (Героїв Сталінграда), 12",,2,Obolon,"50.5015363, 30.4982311",1.4 km,1357.0,17 mins,1026.0,"50.50247955,30.51426888"
1,7000.0,64.0,Дніпровський,"Русанівський бульв., 1",,1,,,,,,,"nan,nan"
1,7000.0,57.0,Дніпровський,"Тампере вул., 7",,1,Darnytsia,"50.455958, 30.61296999999999",2.8 km,2768.0,35 mins,2083.0,"50.44216919,30.61361885"
1,6500.0,58.0,Дніпровський,"Новаторів вул., 22а",,1,Chernihivska,"50.459892, 30.63029200000001",3.0 km,2959.0,37 mins,2209.0,"50.43907547,30.65136528"
1,5000.0,64.0,Деснянський,"Бальзака Оноре вул., 65",,1,,,,,,,"50.52240753,30.60762405"
3,9000.0,117.0,Дарницький,"Харківське шосе, 63",,1,Vyrlytsia,"50.4029499, 30.666911",2.4 km,2427.0,30 mins,1796.0,"50.41768265,30.65877151"
1,12000.0,73.0,Подільський,"Івана Виговського вул. (Гречка маршала), 10д",,3,Syrets,"50.47676180000001, 30.4327791",2.8 km,2801.0,34 mins,2020.0,"50.48604965,30.41304398"
1,8000.0,61.5,Солом'янський,"Героїв Севастополя вул., 33",,2,,,,,,,"nan,nan"
3,10000.0,127.0,Шевченківський,"Глібова вул., 16",,3,Lukianivska,"50.46114710000001, 30.48363239999999",0.8 km,756.0,10 mins,585.0,"50.45656204,30.48291206"
1,10000.0,52.0,Дніпровський,"Регенераторна вул., 4к.1",,1,Darnytsia,"50.455958, 30.61296999999999",3.8 km,3758.0,47 mins,2832.0,"50.4360199,30.62345695"
1,3000.0,64.0,Дніпровський,"Стальського Сулеймана вул., 26",,1,Chernihivska,"50.459892, 30.63029200000001",3.8 km,3806.0,47 mins,2836.0,"50.48491669,30.60661697"
1,3000.0,60.0,Шевченківський,"Кирило-Мефодіївська вул., 14/2",,3,Politekhnichnyi instytut,"50.4511297, 30.46429349999999",1.2 km,1170.0,16 mins,985.0,"50.45355225,30.47189522"
1,6000.0,45.0,Дніпровський,"Запорожця Петра вул., 9 Б",,1,Darnytsia,"50.455958, 30.61296999999999",4.0 km,4044.0,50 mins,2989.0,"50.48147202,30.59991837"
1,6500.0,58.0,Деснянський,"Драйзера Теодора вул., 10",,1,,,,,,,"50.50437164,30.6029377"
1,7000.0,51.0,Печерський,"Лесі Українки бульв., 12",,3,Klovska,"50.4369687, 30.531807",1.0 km,1039.0,13 mins,753.0,"50.43489838,30.52925873"
1,10500.0,78.0,Голосіївський,"Науки просп., 60а",,3,Holosiivska,"50.3973835, 30.5082507",2.9 km,2932.0,38 mins,2264.0,"50.38054276,30.53310013"
1,8000.0,58.0,Печерський,"Лесі Українки бульв., 30а",,3,Pecherska,"50.4272737, 30.539398",0.8 km,783.0,10 mins,598.0,"50.42300034,30.54258919"
1,8000.0,52.0,Голосіївський,"Добрий Шлях вул., 5",Голосіївська,3,Holosiivska,"50.3973835, 30.5082507",0.7 km,701.0,10 mins,571.0,"50.39781952,30.51642418"
1,8000.0,49.0,Голосіївський,"Набережно-Корчуватська вул., 82",,3,Vydubychi,"50.401822, 30.56048799999999",5.1 km,5086.0,1 hour 2 mins,3702.0,"50.36576843,30.55661201"
1,6500.0,55.0,Солом'янський,"Героїв Севастополя вул., 7б",,2,Beresteiska,"50.4593178, 30.4186364",3.0 km,2962.0,39 mins,2310.0,"50.43815231,30.42026901"
2,9000.0,101.0,Солом'янський,"Нечуй-Левицького вул., 18/8",,2,Palats Ukraina,"50.4214131, 30.5207637",3.5 km,3548.0,43 mins,2590.0,"50.41599274,30.49050522"
1,5500.0,58.0,Солом'янський,"Ніжинська вул., 29Г",,2,Shuliavska,"50.45422809999999, 30.44862209999999",3.2 km,3151.0,40 mins,2417.0,"50.43727875,30.43906403"
2,9000.0,89.0,Деснянський,"Мілютенка вул., 18",,1,Lisova,"50.4646598, 30.64556570000001",1.8 km,1799.0,22 mins,1347.0,"50.47116852,30.63216019"
4,33246.0,172.0,Подільський,"Андріївський узвiз, 2г",Контрактова площа,3,Kontraktova ploshcha,"50.4659213, 30.5150353",0.6 km,617.0,8 mins,469.0,"50.46195602,30.51712227"
1,9500.0,62.0,Оболонський,"Богатирська вул., 6А",,2,,,,,,,"nan,nan"
1,8000.0,65.0,Дарницький,"Крушельницькой Соломії вул., 7",,1,Kharkivska,"50.40067610000001, 30.6520895",1.6 km,1578.0,20 mins,1227.0,"50.39131165,30.64700127"
1,15000.0,101.0,Оболонський,"Володимира Івасюка просп. (Героїв Сталінграда), 18А",Мінська,2,Minska,"50.51224200000001, 30.498551",1.3 km,1330.0,17 mins,1026.0,"50.50975037,30.5093174"
2,12000.0,100.0,Дарницький,"Харківське шосе, 180/21",,1,Vyrlytsia,"50.4029499, 30.666911",1.5 km,1512.0,19 mins,1121.0,"50.41017914,30.66794395"
2,14000.0,138.0,Дніпровський,"Микільсько-Слобідська вул., 13",,1,Livoberezhna,"50.451864, 30.59815699999999",1.9 km,1879.0,23 mins,1370.0,"50.46018219,30.58079529"
1,9500.0,65.0,Шевченківський,"Златоустівська вул., 23",,3,Vokzalna,"50.44133530000001, 30.489963",1.4 km,1354.0,17 mins,1047.0,"50.45013046,30.48788452"
2,24000.0,180.0,Шевченківський,"Златоустівська вул., 52",,3,Lukianivska,"50.46114710000001, 30.48363239999999",0.9 km,890.0,12 mins,696.0,"50.45443344,30.48571777"
2,8000.0,85.0,Оболонський,"Куренівський пров., 15а",,2,Pochaina,"50.486079, 30.49784800000001",3.3 km,3257.0,40 mins,2386.0,"50.49150085,30.46870041"
2,4000.0,93.0,Деснянський,"Лісківська вул., 2/71",,1,,,,,,,"50.52394485,30.60645866"
2,8000.0,105.0,Деснянський,"Бальзака Оноре вул., 55",,1,,,,,,,"50.51309586,30.59813499"
4,81268.0,256.0,Шевченківський,"Гончара Олеся вул., 26",,3,Zoloti vorota,"50.445809, 30.515155",1.2 km,1185.0,14 mins,835.0,"50.4515419,30.50673485"
1,4500.0,59.0,Дарницький,"Вербицького архітектора вул., 19в",,1,Vyrlytsia,"50.4029499, 30.666911",1.0 km,1021.0,13 mins,776.0,"50.40868378,30.6662159"
5,24000.0,158.0,Шевченківський,"Дмитрівська вул., 17а",,3,Vokzalna,"50.44133530000001, 30.489963",1.3 km,1296.0,17 mins,1028.0,"50.44982147,30.49021339"
3,28000.0,84.0,Печерський,"Грушевського Михайла вул., 34А",,3,Arsenalna,"50.4430624, 30.54715739999999",0.6 km,572.0,7 mins,436.0,"50.44334412,30.54050446"
2,12000.0,105.0,Святошинський,"Палладіна академіка просп., 21",,2,Akademmistechko,"50.4649376, 30.3550961",0.4 km,383.0,5 mins,310.0,"50.46673203,30.35337067"
4,184700.0,335.0,Печерський,"Буслівська вул., 15",,3,Vydubychi,"50.401822, 30.56048799999999",2.4 km,2421.0,29 mins,1761.0,"50.40688705,30.55729294"
1,5000.0,53.0,Дніпровський,"Воскресенський бульв. (Перова), 25",,1,Darnytsia,"50.455958, 30.61296999999999",4.7 km,4654.0,57 mins,3442.0,"50.48984528,30.59072113"
4,48022.0,285.0,Печерський,"Дружби Народів бульвар, 14-16",,3,Druzhby Narodiv,"50.41703299999999, 30.547317",0.9 km,944.0,13 mins,760.0,"50.4140358,30.53945923"
3,7000.0,128.0,Подільський,"Правди просп., 64",,3,Syrets,"50.47676180000001, 30.4327791",4.3 km,4293.0,53 mins,3194.0,"50.50427628,30.42928886"
1,4700.0,67.0,Деснянський,"Бальзака Оноре вул., 63",,1,,,,,,,"50.52025223,30.6064682"
1,10000.0,85.0,Солом'янський,"Володимира Брожко вул. (Кіровоградська), 70",,2,Demiivska,"50.404788, 30.516868",1.8 km,1802.0,23 mins,1370.0,"50.4110527,30.50029182"
1,5000.0,51.0,Деснянський,"Кубанської України вул. (Жукова маршала), 20",,1,Lisova,"50.4646598, 30.64556570000001",2.9 km,2876.0,36 mins,2157.0,"50.48361588,30.63385582"
2,16000.0,113.0,Голосіївський,"Заболотного академіка вул., 15",Теремки,3,Teremky,"50.3671113, 30.4541397",1.7 km,1699.0,22 mins,1291.0,"50.36053085,30.47187614"
1,5000.0,51.0,Подільський,"Мостицька вул., 6",,3,Syrets,"50.47676180000001, 30.4327791",3.8 km,3797.0,48 mins,2897.0,"50.50093079,30.44895935"
2,10000.0,100.0,Голосіївський,"Микільсько-Ботанічна вул., 27",,3,Universytet,"50.4432683, 30.5046312",0.8 km,805.0,11 mins,661.0,"50.44077301,30.50392723"
2,14000.0,95.0,Оболонський,"Володимира Івасюка просп. (Героїв Сталінграда), 58А",Героїв Дніпра,2,Heroyiv Dnipra,"50.52273400000001, 30.49887",1.6 km,1632.0,20 mins,1187.0,"50.52566528,30.51789856"
1,8000.0,37.0,Оболонський,"Володимира Івасюка просп. (Героїв Сталінграда), 25",Мінська,2,Minska,"50.51224200000001, 30.498551",1.3 km,1270.0,16 mins,976.0,"50.50775909,30.50719452"
1,7500.0,38.0,Святошинський,"Кольцова бульв., 9",,2,Zhytomyrska,"50.45624509999999, 30.3654504",5.8 km,5807.0,1 hour 11 mins,4258.0,"50.41912079,30.38205528"
1,12999.0,40.0,Голосіївський,"Юлії Здановської вул. (Ломоносова), 83",Іподром,3,Ipodrom,"50.37657470000001, 30.4688445",1.6 km,1559.0,20 mins,1189.0,"50.38351822,30.46378517"
3,9500.0,133.0,Печерський,"Миколи Міхновського бульв. (Дружби Народів), 10А",Либідська,3,Lybidska,"50.41398259999999, 30.5248848",1.1 km,1091.0,14 mins,810.0,"50.41183853,30.53475189"
2,6000.0,91.0,Деснянський,"Закревського Миколи вул., 11",,1,Darnytsia,"50.455958, 30.61296999999999",6.2 km,6170.0,1 hour 17 mins,4616.0,"50.49831772,30.5969944"
1,7000.0,54.0,Святошинський,"Наумова генерала вул., 23А",,2,Akademmistechko,"50.4649376, 30.3550961",2.3 km,2311.0,28 mins,1704.0,"50.47264099,30.33670425"
2,13500.0,103.0,Святошинський,"Берестейський просп. (Перемоги), 89а",,2,Sviatoshyn,"50.4577675, 30.39065719999999",0.8 km,831.0,11 mins,655.0,"50.4565239,30.38518333"
2,5000.0,79.0,Голосіївський,"Бурмістенка вул., 13",Васильківська,3,Vasylkivska,"50.393331, 30.488194",0.7 km,734.0,10 mins,580.0,"50.39364624,30.49674225"
1,12000.0,58.0,Святошинський,"Берестейський просп. (Перемоги), 71а",,2,Nyvky,"50.4586495, 30.40437299999999",0.5 km,511.0,6 mins,387.0,"50.45708847,30.40187263"
1,7999.0,66.0,Голосіївський,"Науки просп., 22",Деміївська,3,Demiivska,"50.404788, 30.516868",1.3 km,1320.0,16 mins,980.0,"50.40045166,30.52799606"
2,9000.0,93.0,Подільський,"Світлицького вул., 28",,3,Syrets,"50.47676180000001, 30.4327791",5.4 km,5377.0,1 hour 7 mins,3996.0,"50.51239395,30.43082809"
4,129290.0,426.0,Печерський,"Переулок Мичурина, 28",,3,Arsenalna,"50.4430624, 30.54715739999999",0.7 km,668.0,8 mins,499.0,"50.44525146,30.53880119"
3,44328.0,172.0,Шевченківський,"Тверской Тупик, 7",Майдан Незалежності,3,Maidan Nezalezhnosti,"50.4481226, 30.5250038",0.4 km,379.0,6 mins,384.0,"50.45009995,30.52339935"
2,25858.0,120.0,Печерський,"Євгена Коновальця вул. (Щорса), 44",,3,Pecherska,"50.4272737, 30.539398",0.6 km,637.0,9 mins,520.0,"50.42420959,30.54065323"
3,55410.0,152.0,Печерський,"Василя Тютюнника вул. (Барбюса Анрі), 1",Олімпійська,3,Olimpiiska,"50.4312893, 30.5168687",0.8 km,793.0,9 mins,541.0,"50.42989731,30.52148438"
2,8000.0,106.0,Подільський,"Порика Василя просп., 5",,3,Syrets,"50.47676180000001, 30.4327791",5.3 km,5336.0,1 hour 6 mins,3966.0,"50.51073074,30.41960716"
2,12000.0,128.0,Святошинський,"пр.Палладина, 25",,2,Akademmistechko,"50.4649376, 30.3550961",0.1 km,104.0,1 min,73.0,"50.46570206,30.35391426"
4,7000.0,139.0,Дніпровський,"Алма-Атинська вул., 105б",,1,Lisova,"50.4646598, 30.64556570000001",5.7 km,5708.0,1 hour 11 mins,4260.0,"50.4497261,30.67617989"
2,7500.0,94.0,Солом'янський,"Повітрофлотський просп., 42",,2,Vokzalna,"50.44133530000001, 30.489963",2.9 km,2915.0,35 mins,2083.0,"50.42695618,30.46188545"
2,10000.0,93.0,Дніпровський,"Ентузіастів вул., 7/3",,1,Livoberezhna,"50.451864, 30.59815699999999",1.9 km,1919.0,24 mins,1464.0,"50.43748474,30.5997715"
2,8000.0,87.5,Оболонський,"Рокоссовського маршала просп., 2Б",,2,Heroyiv Dnipra,"50.52273400000001, 30.49887",3.3 km,3316.0,41 mins,2487.0,"50.52025986,30.46122551"
1,36570.6,100.0,Печерський,"Джона Маккейна вул. (Кудрі Івана), 1Б",Либідська,3,Lybidska,"50.41398259999999, 30.5248848",66 m,66.0,1 min,46.0,"50.41460419,30.52643013"
2,9990.0,98.0,Дарницький,"Олійника Степана вул., 11",,1,,,,,,,"nan,nan"
2,29552.0,105.0,Дарницький,"Дніпровська наб., 14Б",,1,Osokorky,"50.395248, 30.616231",0.9 km,884.0,11 mins,670.0,"50.40278625,30.61405754"
2,19990.0,150.0,Шевченківський,"Мельникова, 18-Б",,3,Lukianivska,"50.46114710000001, 30.48363239999999",1.0 km,953.0,12 mins,721.0,"50.46657944,30.47665596"
1,6500.0,70.0,Голосіївський,"Ракетная, 24А",Васильківська,3,Vasylkivska,"50.393331, 30.488194",1.1 km,1133.0,14 mins,848.0,"50.39334106,30.4744854"
3,10990.0,130.0,Подільський,"Гонгадзе Георгiя просп. (Радянської України), 20В",,3,Syrets,"50.47676180000001, 30.4327791",6.0 km,5990.0,1 hour 14 mins,4435.0,"50.5117569,30.41725922"
1,8500.0,76.0,Голосіївський,"Саксаганського вул., 67",,3,Universytet,"50.4432683, 30.5046312",1.3 km,1315.0,18 mins,1072.0,"50.43647766,30.50435066"
1,10000.0,80.0,Голосіївський,"Науки просп., 55а",,3,Holosiivska,"50.3973835, 30.5082507",3.2 km,3231.0,42 mins,2493.0,"50.37955475,30.53623581"
1,9500.0,86.0,Голосіївський,"Науки просп., 80/73",,3,Vydubychi,"50.401822, 30.56048799999999",5.2 km,5232.0,1 hour 4 mins,3833.0,"50.37543488,30.53944969"
2,5500.0,78.0,Шевченківський,"Щусєва академіка вул., 33",,3,Syrets,"50.47676180000001, 30.4327791",0.5 km,503.0,6 mins,334.0,"50.47484207,30.43880844"
2,6000.0,98.0,Деснянський,"Екстер Олександри  вул. (Цвєтаєвої Марини), 8А",,1,,,,,,,"50.52436066,30.62399101"
1,7500.0,37.0,Печерський,"Миколи Міхновського бульв. (Дружби Народів), 14а",Либідська,3,Druzhby Narodiv,"50.41703299999999, 30.547317",1.2 km,1206.0,16 mins,934.0,"50.41295624,30.5371666"
3,15000.0,124.0,Солом'янський,"Тетянинська вул. (Леванєвського), 8/7",,2,Shuliavska,"50.45422809999999, 30.44862209999999",2.8 km,2753.0,36 mins,2169.0,"50.4412384,30.43585396"
1,5000.0,41.0,Дарницький,"Волго-Донська вул., 75",,1,Chervonyi khutir,"50.40947300000001, 30.696203",3.1 km,3142.0,38 mins,2296.0,"50.42398071,30.67292976"
2,13000.0,104.0,Дарницький,"Ревуцького вул., 9",,1,Kharkivska,"50.40067610000001, 30.6520895",2.2 km,2183.0,27 mins,1641.0,"50.41916275,30.64266014"
1,7000.0,69.0,Деснянський,"Червоної Калини просп. (Маяковського Володимира), 38/10",,1,,,,,,,"50.5136795,30.61601257"
1,9000.0,39.0,Голосіївський,"Глушкова академіка просп., 147",Теремки,3,Teremky,"50.3671113, 30.4541397",1.5 km,1506.0,18 mins,1085.0,"50.3574295,30.43930435"
1,5500.0,45.0,Оболонський,"Попова Олександра вул., 4/2",,2,Dorohozhychi,"50.4735721, 30.4487602",4.4 km,4351.0,58 mins,3458.0,"50.50114059,30.45401955"
1,6000.0,56.0,Святошинський,"Берестейський просп. (Перемоги), 79",,2,Sviatoshyn,"50.4577675, 30.39065719999999",0.6 km,640.0,9 mins,517.0,"50.45750427,30.39548874"
1,6500.0,33.0,Голосіївський,"Глушкова академіка просп., 139",Теремки,3,Teremky,"50.3671113, 30.4541397",1.5 km,1505.0,18 mins,1085.0,"50.35740662,30.43934441"
2,32000.0,109.0,Печерський,"Михайла Бойчука вул. (Кіквідзе), 41А",,3,Vydubychi,"50.401822, 30.56048799999999",2.7 km,2657.0,34 mins,2029.0,"50.40535736,30.5526886"
1,16000.0,96.0,Солом'янський,"Патріарха Мстислава Скрипника вул., 48",,2,Vokzalna,"50.44133530000001, 30.489963",1.8 km,1767.0,21 mins,1241.0,"50.43391418,30.47843552"
1,17000.0,91.0,Дарницький,"Дніпровська наб., 18б",,1,Osokorky,"50.395248, 30.616231",0.5 km,548.0,7 mins,419.0,"50.3985939,30.61264801"
2,15000.0,108.0,Печерський,"Павла Загребельного вул. (Раєвського Миколи), 34",,3,,,,,,,"nan,nan"
3,20000.0,128.0,Дніпровський,"Шумського Юрія вул., 5",,1,Slavutych,"50.3942606, 30.6048644",5.0 km,5046.0,1 hour 4 mins,3811.0,"50.42263794,30.60402107"
1,14000.0,79.0,Святошинський,"Львівська, 15",,2,Zhytomyrska,"50.45624509999999, 30.3654504",1.5 km,1465.0,17 mins,1042.0,"50.45398331,30.37770653"
1,11000.0,65.0,Солом'янський,"Мартиросяна вул., 11",,2,,,,,,,"50.42874146,30.45438576"
2,10000.0,81.0,Оболонський,"Олександра Архипенка вул. (Залки Мате), 5а",Оболонь,2,Obolon,"50.5015363, 30.4982311",1.7 km,1721.0,22 mins,1294.0,"50.49735641,30.51500893"
1,5000.0,48.0,Дніпровський,"Воскресенська вул., 11а",,1,Darnytsia,"50.455958, 30.61296999999999",2.6 km,2590.0,32 mins,1941.0,"50.47018433,30.59996986"
1,14000.0,72.0,Солом'янський,"Кадетський Гай вул., 8",,2,Vasylkivska,"50.393331, 30.488194",3.3 km,3337.0,43 mins,2606.0,"50.41186905,30.47223473"
3,20000.0,282.0,Оболонський,"Володимира Івасюка просп. (Героїв Сталінграда), 14",,2,Obolon,"50.5015363, 30.4982311",1.4 km,1394.0,18 mins,1051.0,"50.50411224,30.51330948"
1,4200.0,36.0,Святошинський,"Зодчих вул., 10",,2,Zhytomyrska,"50.45624509999999, 30.3654504",6.0 km,5963.0,1 hour 13 mins,4398.0,"50.41463852,30.38410759"
2,15000.0,98.0,Голосіївський,"Антоновича вул. (Горького), 158",Либідська,3,Lybidska,"50.41398259999999, 30.5248848",0.6 km,557.0,7 mins,433.0,"50.41664124,30.52043343"
1,17500.0,78.0,Подільський,"Правди просп., 41А",,3,Syrets,"50.47676180000001, 30.4327791",4.0 km,3980.0,49 mins,2947.0,"50.50221252,30.42772102"
3,14000.0,116.0,Оболонський,"Оболонський просп., 34",Героїв Дніпра,2,Heroyiv Dnipra,"50.52273400000001, 30.49887",0.8 km,828.0,10 mins,599.0,"50.51768112,30.4998436"
