link,rooms,price,flat_area,premium,district,address,latitude,longitude,subway,floor,type_of_house,type_of_rooms,type_of_condition,Unnamed: 14,prestigious,code type,closest_subway,subway_location,distance_to_subway,distance_category
https://rieltor.ua/flats-rent/view/10810694/,3.0,15000.0,210.0,no,Дніпровський,"Митрополита Андрея Шептицького вул. (Луначарського Анатолія), 12",50.45417023,30.59875298,,3,None,Роздільне,Євроремонт,,1,4,Лівобережна,"50.451389, 30.598889",0.3094085677144083,1
https://rieltor.ua/flats-rent/view/10810700/,2.0,12000.0,111.0,no,Дніпровський,"Миропільська вул., 39",50.47137451,30.61274338,,14,None,Роздільне,Євроремонт,,1,4,Дарниця,"50.455556, 30.613056",1.7590772459305688,1
https://rieltor.ua/flats-rent/view/10812013/,3.0,27000.0,196.0,no,Дніпровський,"Соборності просп. (Возз'єднання), 30",50.43882751,30.61017227,,15,None,Кухня-вітальня,Дизайнерський ремонт,,1,5,Лівобережна,"50.451389, 30.598889",1.6091435709265525,1
https://rieltor.ua/flats-rent/view/10824160/,1.0,7000.0,52.0,no,Дарницький,"Харківське шосе, 176б",50.41064072,30.664608,,1,None,Роздільне,Хороший стан,,1,3,Вирлиця,"50.403333, 30.666111",0.8195326912366947,1
https://rieltor.ua/flats-rent/view/10326031/,2.0,12500.0,90.0,no,Дніпровський,"Ентузіастів вул., 29/1",50.44112396,30.60326767,,3,Стара панель,Роздільне,Євроремонт,,1,4,Лівобережна,"50.451389, 30.598889",1.182781180860979,1
https://rieltor.ua/flats-rent/view/10364519/,3.0,14000.0,200.0,no,Дніпровський,"Окіпної Раїси вул., 10б",50.44849396,30.58945465,,12,None,Роздільне,Євроремонт,,1,4,Лівобережна,"50.451389, 30.598889",0.7415077723731432,1
https://rieltor.ua/flats-rent/view/10562515/,2.0,14500.0,92.0,no,Дніпровський,"Русанівський бульв., 9",50.43930054,30.59513664,,2,None,Роздільне,Хороший стан,,1,3,Лівобережна,"50.451389, 30.598889",1.370185197214619,1
https://rieltor.ua/flats-rent/view/10582310/,2.0,9000.0,90.0,no,Дніпровський,"Русанівська набережна вул., 4/1",50.43464279,30.59415245,,2,Стара цегла,Суміжно-роздільна,Хороший стан,,1,3,Гідропарк,"50.445556, 30.576944",1.7198059127315537,1
https://rieltor.ua/flats-rent/view/10586715/,1.0,13000.0,101.0,no,Дніпровський,"Червоноткацька вул., 43",50.45538712,30.63175392,,16,None,Роздільне,Євроремонт,,1,4,Чернігівська,"50.459722, 30.630833",0.4864055069012397,1
https://rieltor.ua/flats-rent/view/10660342/,2.0,16000.0,131.0,no,Дніпровський,"Миропільська вул., 39",50.47140121,30.61310005,,15,None,Роздільне,Євроремонт,,1,4,Дарниця,"50.455556, 30.613056",1.7619097225481597,1
https://rieltor.ua/flats-rent/view/10676583/,1.0,16900.0,73.0,no,Дніпровський,"Євгена Сверстюка вул. (Раскової Марини), 6в",50.44661331,30.60476494,,8,None,Роздільне,Євроремонт,,1,4,Лівобережна,"50.451389, 30.598889",0.6746034395393242,1
https://rieltor.ua/flats-rent/view/10720768/,1.0,8000.0,50.0,no,Деснянський,"Матеюка Миколи вул., 9",50.47041702,30.63719559,,8,None,Роздільне,Євроремонт,,1,4,Лісова,"50.464639, 30.645556",0.8734585944053037,1
https://rieltor.ua/flats-rent/view/10718309/,2.0,12000.0,129.0,no,Дніпровський,"Микільсько-Слобідська вул., 4в",50.4533844,30.58917809,,10,None,Кухня-вітальня,Хороший стан,,1,3,Лівобережна,"50.451389, 30.598889",0.7224473313411693,1
https://rieltor.ua/flats-rent/view/10742669/,1.0,10500.0,58.0,no,Деснянський,"Братиславська вул., 2",50.46278381,30.62957382,,3,None,Роздільне,Євроремонт,,1,4,Чернігівська,"50.459722, 30.630833",0.3519320866799675,1
https://rieltor.ua/flats-rent/view/10716751/,3.0,15500.0,185.0,no,Дніпровський,"Микільсько-Слобідська вул., 2б",50.45423126,30.5920105,,5,None,Роздільне,Євроремонт,,1,4,Лівобережна,"50.451389, 30.598889",0.5805571768741213,1
https://rieltor.ua/flats-rent/view/10611074/,3.0,26000.0,240.0,no,Печерський,"Євгена Коновальця вул. (Щорса), 32Б",50.42583847,30.5324955,,15,Бетонно монолітний,Студія,Євроремонт,,3,4,Печерська,"50.4275, 30.538889",0.4891393506550638,1
https://rieltor.ua/flats-rent/view/10811128/,3.0,10000.0,126.0,no,Дніпровський,"Сеноманський пров., 16",50.44533157,30.6635437,,5,Українська цегла,Роздільне,Хороший стан,,1,3,Лісова,"50.464639, 30.645556",2.4961620714794828,2
https://rieltor.ua/flats-rent/view/10755666/,3.0,73880.0,240.0,no,Печерський,"Драгомирова вул., 3",50.41259384,30.54688644,,3,Бетонно монолітний,Суміжно-роздільна,Євроремонт,,3,4,Дружби народів,"50.418056, 30.545",0.6218985429740524,1
https://rieltor.ua/flats-rent/view/10812834/,3.0,66492.0,165.0,no,Печерський,"Джона Маккейна вул. (Кудрі Івана), 1",50.41391373,30.52643967,Либідська,4,None,Суміжно-роздільна,Дизайнерський ремонт,,3,5,"Палац ""Україна""","50.420833, 30.520833",0.8658877302573273,1
https://rieltor.ua/flats-rent/view/10776826/,1.0,8000.0,67.0,no,Оболонський,"Полярна вул., 8д",50.51682281,30.46665382,,7,Стара панель,Роздільне,Хороший стан,,2,3,Мінська,"50.512222, 30.498333",2.2976161462108364,2
https://rieltor.ua/flats-rent/view/10572173/,5.0,147760.0,846.0,no,Шевченківський,"Шевченка Тараса бульв., 27Б",50.44519806,30.49727821,,9,None,Роздільне,Дизайнерський ремонт,,3,5,Університет,"50.444167, 30.505833",0.6165309876258557,1
https://rieltor.ua/flats-rent/view/10533665/,6.0,258580.0,1060.0,no,Голосіївський,"Микільсько-Ботанічна вул., 14",50.43992996,30.50536919,Площа Льва Толстого,7,None,Роздільне,Дизайнерський ремонт,,2,5,Університет,"50.444167, 30.505833",0.4722808399836143,1
https://rieltor.ua/flats-rent/view/10498817/,5.0,36940.0,450.0,no,Печерський,"Старонаводницька вул., 13",50.42676163,30.54283333,,11,None,Роздільне,Євроремонт,,3,4,Печерська,"50.4275, 30.538889",0.2912205368031073,1
https://rieltor.ua/flats-rent/view/10831340/,1.0,5000.0,54.0,no,Деснянський,"Лісківська вул., 6а",50.5246315,30.60433769,,8,Типова панель,Роздільне,Хороший стан,,1,3,Лісова,"50.464639, 30.645556",7.280205381272163,3
https://rieltor.ua/flats-rent/view/10787609/,2.0,31399.0,160.0,no,Голосіївський,"Казимира Малевича вул. (Боженка), 89",50.41851044,30.5175457,Палац Україна,14,None,None,Дизайнерський ремонт,,2,5,"Палац ""Україна""","50.420833, 30.520833",0.3477639440904992,1
https://rieltor.ua/flats-rent/view/10818789/,5.0,147760.0,580.0,no,Печерський,"Звіринецька вул., 10",50.41171265,30.5539608,,2,None,None,Дизайнерський ремонт,,3,5,Дружби народів,"50.418056, 30.545",0.949025016227928,1
https://rieltor.ua/flats-rent/view/10831462/,2.0,23000.0,132.0,no,Дарницький,"Бажана Миколи просп., 1А",50.39520645,30.60948563,,5,None,None,Євроремонт,,1,4,Славутич,"50.394167, 30.604167",0.3943367930593716,1
https://rieltor.ua/flats-rent/view/10834027/,1.0,14000.0,60.0,no,Дарницький,"Зарічна вул., 3А",50.39686584,30.60003853,,13,None,Студія,Євроремонт,,1,4,Славутич,"50.394167, 30.604167",0.4191664021197528,1
https://rieltor.ua/flats-rent/view/10834038/,3.0,55410.0,180.0,no,Печерський,"Лесі Українки бульв., 7В",50.43465805,30.53124046,,10,None,None,Євроремонт,,3,4,Кловська,"50.436944, 30.531667",0.2559749282193062,1
https://rieltor.ua/flats-rent/view/10827790/,5.0,22164.0,142.0,no,Шевченківський,"Некрасівська, 6",50.47480011,30.47739601,,2,Дореволюційний,Суміжно-роздільна,Євроремонт,,3,4,Лук'янівська,"50.462222, 30.481667",1.430915245572714,1
https://rieltor.ua/flats-rent/view/10818948/,1.0,17000.0,60.0,no,Голосіївський,"Самійла Кішки вул. (Конєва), 5б",50.38207245,30.46459198,Іподром,11,Бетонно монолітний,Студія,Дизайнерський ремонт,,2,5,Іподром,"50.376556, 30.469117",0.6922542290665651,1
https://rieltor.ua/flats-rent/view/10833349/,1.0,14500.0,76.0,no,Голосіївський,"Заболотного академіка вул., 1а",50.35361862,30.49013901,,21,None,None,Євроремонт,,2,4,Теремки,"50.367044, 30.454203",2.954158063420773,2
https://rieltor.ua/flats-rent/view/10833639/,1.0,11000.0,47.0,no,Печерський,"Предславинська вул., 12",50.42639542,30.51928139,Палац Україна,3,None,None,Хороший стан,,3,3,"Палац ""Україна""","50.420833, 30.520833",0.628204383992735,1
https://rieltor.ua/flats-rent/view/10827208/,1.0,25000.0,92.0,no,Голосіївський,"Казимира Малевича вул. (Боженка), 89",50.41851044,30.5175457,Палац Україна,17,None,None,Євроремонт,,2,4,"Палац ""Україна""","50.420833, 30.520833",0.3477639440904992,1
https://rieltor.ua/flats-rent/view/10828275/,1.0,25000.0,78.0,no,Печерський,"Василя Тютюнника вул. (Барбюса Анрі), 53",50.41678619,30.52880669,Либідська,6,None,None,Дизайнерський ремонт,,3,5,"Палац ""Україна""","50.420833, 30.520833",0.7222468607004492,1
https://rieltor.ua/flats-rent/view/10834343/,3.0,16000.0,108.0,no,Печерський,"Лаврська вул., 4",50.43844986,30.55103111,,5,Стара цегла,Роздільне,Євроремонт,,3,4,Дніпро,"50.441111, 30.558611",0.6129542202410762,1
https://rieltor.ua/flats-rent/view/10737579/,3.0,12000.0,162.0,no,Дарницький,"Ахматової Анни вул., 31",50.40747833,30.62745667,,2,Українська цегла,Роздільне,Чудовий стан,,1,4,Позняки,"50.398056, 30.633333",1.1274586297258704,1
https://rieltor.ua/flats-rent/view/10724169/,3.0,66492.0,191.0,no,Печерський,"Василя Тютюнника вул. (Барбюса Анрі), 51/1а",50.41756439,30.52821732,Либідська,5,Бетонно монолітний,Роздільне,Дизайнерський ремонт,,3,5,"Палац ""Україна""","50.420833, 30.520833",0.6370331481825359,1
https://rieltor.ua/flats-rent/view/10724176/,3.0,81268.0,227.0,no,Печерський,"Василя Тютюнника вул. (Барбюса Анрі), 53",50.41678619,30.52880669,Либідська,5,Бетонно монолітний,Роздільне,Дизайнерський ремонт,,3,5,"Палац ""Україна""","50.420833, 30.520833",0.7222468607004492,1
https://rieltor.ua/flats-rent/view/10772637/,1.0,20000.0,68.0,no,Печерський,"Хрещатик вул., 13",50.44850922,30.52337837,,5,Сталінка,Суміжно-роздільна,Чудовий стан,,3,4,Хрещатик,"50.44726, 30.52483",0.1728002099930032,1
https://rieltor.ua/flats-rent/view/10804394/,3.0,110820.0,164.0,no,Печерський,"Драгомирова вул., 17б",50.40792847,30.54432869,,14,None,Роздільне,Перша здача,,3,2,Дружби народів,"50.418056, 30.545",1.1271341612820058,1
https://rieltor.ua/flats-rent/view/10827330/,2.0,48022.0,151.0,no,Печерський,"Євгена Коновальця вул. (Щорса), 34а",50.42731857,30.53315544,,12,Бетонно монолітний,Роздільне,Дизайнерський ремонт,,3,5,Печерська,"50.4275, 30.538889",0.4066507504766429,1
https://rieltor.ua/flats-rent/view/10827901/,3.0,44328.0,159.8,no,Солом'янський,"Липківского Василя вул. (Урицького), 16в",50.43523788,30.48707581,,7,Бетонно монолітний,Роздільне,Дизайнерський ремонт,,2,5,Вокзальна,"50.441667, 30.4875",0.7155164614363879,1
https://rieltor.ua/flats-rent/view/10827911/,3.0,44328.0,172.0,no,Солом'янський,"Липківского Василя вул. (Урицького), 16б",50.43532181,30.48700714,,6,Бетонно монолітний,Роздільне,Дизайнерський ремонт,,2,5,Вокзальна,"50.441667, 30.4875",0.7064158017370186,1
https://rieltor.ua/flats-rent/view/10829408/,2.0,25000.0,105.0,no,Шевченківський,"Глибочицька вул., 13",50.46181488,30.489048,,2,None,Роздільне,Чудовий стан,,3,4,Лук'янівська,"50.462222, 30.481667",0.5244255668963691,1
https://rieltor.ua/flats-rent/view/10792785/,2.0,13000.0,90.0,no,Голосіївський,"Велика Васильківська вул. (Червоноармійська), 114",50.42214584,30.51943398,Палац Україна,4,Стара цегла,Суміжна,Євроремонт,,2,4,"Палац ""Україна""","50.420833, 30.520833",0.1764492032001331,1
https://rieltor.ua/flats-rent/view/10729350/,2.0,11900.0,85.0,no,Печерський,"Підвисоцького професора вул., 21",50.41545486,30.55397797,,5,Стара цегла,Суміжна,Євроремонт,,3,4,Дружби народів,"50.418056, 30.545",0.6987865770159848,1
https://rieltor.ua/flats-rent/view/10741430/,1.0,11500.0,59.0,no,Печерський,"Лесі Українки бульв., 24",50.43009186,30.53510284,,9,Стара цегла,Роздільне,Євроремонт,,3,4,Печерська,"50.4275, 30.538889",0.3936851548464492,1
https://rieltor.ua/flats-rent/view/10756635/,2.0,24000.0,155.0,no,Шевченківський,"Пушкінська вул., 11а",50.44579697,30.51870728,,2,Стара цегла,Суміжно-роздільна,Євроремонт,,3,4,Театральна,"50.444722, 30.518056",0.1281192310403196,1
https://rieltor.ua/flats-rent/view/10749278/,2.0,12000.0,81.0,no,Печерський,"Лаврська вул., 21",50.43154907,30.55786324,,2,Стара цегла,Роздільне,Хороший стан,,3,3,Дніпро,"50.441111, 30.558611",1.0645562262465802,1
https://rieltor.ua/flats-rent/view/10777963/,3.0,20000.0,132.0,no,Печерський,"Кловський узвiз, 14/24",50.43793488,30.53752327,,8,Сталінка,Суміжно-роздільна,Євроремонт,,3,4,Кловська,"50.436944, 30.531667",0.429140053424192,1
https://rieltor.ua/flats-rent/view/10775251/,3.0,19000.0,119.0,no,Печерський,"Лесі Українки бульв., 19",50.42845154,30.53861046,,9,Стара цегла,Суміжно-роздільна,Євроремонт,,3,4,Печерська,"50.4275, 30.538889",0.1076303987102957,1
https://rieltor.ua/flats-rent/view/10827098/,2.0,20000.0,106.0,no,Шевченківський,"Симона Петлюри вул. (Комінтерну), 20",50.44361877,30.49619484,,4,Дореволюційний,Роздільне,Євроремонт,,3,4,Вокзальна,"50.441667, 30.4875",0.6528499249101577,1
https://rieltor.ua/flats-rent/view/10548861/,3.0,13000.0,110.0,no,Печерський,"Філатова академіка вул., 1/22",50.41749573,30.53066444,Либідська,9,Стара цегла,Суміжно-роздільна,Євроремонт,,3,4,"Палац ""Україна""","50.420833, 30.520833",0.7892360543319332,1
https://rieltor.ua/flats-rent/view/10821129/,1.0,12000.0,60.0,no,Печерський,"Шота Руставелі вул., 25",50.43793869,30.51937103,,9,Стара цегла,Роздільне,Хороший стан,,3,3,Палац спорту,"50.438056, 30.520833",0.1043573299796289,1
https://rieltor.ua/flats-rent/view/10821291/,2.0,14990.0,97.0,no,Голосіївський,"Володимирська вул., 82а",50.43538284,30.50873756,Олімпійська,4,Дореволюційний,Роздільне,Хороший стан,,2,3,Олімпійська,"50.431944, 30.516389",0.663257255969494,1
https://rieltor.ua/flats-rent/view/10665385/,1.0,10000.0,70.0,no,Шевченківський,"Пимоненка Миколи вул., 5",50.45788574,30.49062729,,10,Стара цегла,Роздільне,Євроремонт,,3,4,Лук'янівська,"50.462222, 30.481667",0.7967470079544464,1
https://rieltor.ua/flats-rent/view/10820206/,2.0,8999.0,101.0,no,Дарницький,"Ахматової Анни вул., 14б",50.41200638,30.6345253,,10,None,Роздільне,Хороший стан,,1,3,Позняки,"50.398056, 30.633333",1.553511242296938,1
https://rieltor.ua/flats-rent/view/10833310/,1.0,8000.0,60.0,no,Подільський,"Полкова вул., 72",50.49308395,30.42483711,,4,Бетонно монолітний,Роздільне,Євроремонт,,2,4,Сирець,"50.476111, 30.430556",1.930192252426905,1
https://rieltor.ua/flats-rent/view/10668703/,2.0,8500.0,84.0,no,Солом'янський,"Тупикова генерала вул., 14В",50.44402313,30.43626595,,9,Бетонно монолітний,Роздільне,Євроремонт,,2,4,Шулявська,"50.455, 30.445278",1.3773007339075372,1
https://rieltor.ua/flats-rent/view/10756043/,2.0,27705.0,94.0,no,Печерський,"Джона Маккейна вул. (Кудрі Івана), 1",50.41391373,30.52643967,Либідська,5,Українська цегла,Студія,Євроремонт,,3,4,"Палац ""Україна""","50.420833, 30.520833",0.8658877302573273,1
https://rieltor.ua/flats-rent/view/10833529/,2.0,8000.0,105.0,no,Дарницький,"Бажана Миколи просп., 7б",50.40416336,30.65917778,,3,None,Роздільне,Хороший стан,,1,3,Вирлиця,"50.403333, 30.666111",0.4999756180872652,1
https://rieltor.ua/flats-rent/view/10832128/,2.0,8700.0,86.0,no,Шевченківський,"Бакинська вул., 37",50.48298645,30.45305061,,4,Українська панель,Роздільне,Хороший стан,,3,3,Дорогожичі,"50.473611, 30.449444",1.0732858391085882,1
https://rieltor.ua/flats-rent/view/10832368/,2.0,9000.0,93.0,no,Святошинський,"Доброхотова академіка вул., 1б",50.46237564,30.36924171,,7,Українська панель,Роздільне,Євроремонт,,1,4,Житомирська,"50.456175, 30.365628",0.7354064699951138,1
https://rieltor.ua/flats-rent/view/10831735/,1.0,12000.0,50.0,no,Шевченківський,"Юрія Іллєнка вул. (Мельникова), 87",50.47082138,30.46274185,,5,Українська цегла,Студія,Євроремонт,,3,4,Дорогожичі,"50.473611, 30.449444",0.9908954381353788,1
https://rieltor.ua/flats-rent/view/10821361/,2.0,14000.0,110.0,no,Печерський,"Михайла Омеляновича-Павленка вул. (Суворова), 13",50.43634415,30.54730988,,10,Бетонно монолітний,Роздільне,Євроремонт,,3,4,Арсенальна,"50.443889, 30.545556",0.8480936435108256,1
https://rieltor.ua/flats-rent/view/10822439/,2.0,12000.0,85.0,no,Печерський,"Лесі Українки бульв., 19",50.42848969,30.53848457,,8,Бетонно монолітний,Суміжна,Євроремонт,,3,4,Печерська,"50.4275, 30.538889",0.1137163300329411,1
https://rieltor.ua/flats-rent/view/10830653/,2.0,25000.0,106.0,no,Дарницький,"Зарічна вул., 1 в",50.39575195,30.60063934,,5,Бетонно монолітний,Студія,Євроремонт,,1,4,Славутич,"50.394167, 30.604167",0.3059257545385368,1
https://rieltor.ua/flats-rent/view/10834309/,3.0,13000.0,176.0,no,Голосіївський,"Глушкова академіка просп., 9 є",50.37033081,30.46770287,Іподром,18,Бетонно монолітний,Роздільне,Хороший стан,,2,3,Іподром,"50.376556, 30.469117",0.6994366279040996,1
https://rieltor.ua/flats-rent/view/10830673/,2.0,22164.0,117.0,no,Печерський,"Чигоріна вул., 55",50.42019272,30.53755569,,5,Дореволюційний,Роздільне,Євроремонт,,3,4,Дружби народів,"50.418056, 30.545",0.578471808508724,1
https://rieltor.ua/flats-rent/view/10834250/,1.0,10000.0,60.0,no,Солом'янський,"Романа Ратушного вул. (Волгоградська), 25А",50.42418289,30.4935627,Олімпійська,4,None,Роздільне,Хороший стан,,2,3,Олімпійська,"50.431944, 30.516389",1.832820184974845,1
https://rieltor.ua/flats-rent/view/10786685/,3.0,55000.0,256.0,no,Печерський,"Драгомирова вул., 2а",50.41358185,30.54451752,,6,Бетонно монолітний,Роздільне,Дизайнерський ремонт,,3,5,Дружби народів,"50.418056, 30.545",0.4986759435099091,1
https://rieltor.ua/flats-rent/view/10803242/,3.0,36940.0,164.0,no,Голосіївський,"Коломийський пров., 17/31",50.39312363,30.49154854,Васильківська,7,Бетонно монолітний,Роздільне,Від будівельників вільне планування,,2,1,Васильківська,"50.393333, 30.488056",0.2486728922395758,1
https://rieltor.ua/flats-rent/view/10817488/,3.0,27000.0,184.0,no,Голосіївський,"Юлії Здановської вул. (Ломоносова), 50/2",50.38595581,30.46463585,Виставковий центр,13,Бетонно монолітний,Роздільне,Дизайнерський ремонт,,2,5,Виставковий центр,"50.382581, 30.477536",0.9886331946514004,1
https://rieltor.ua/flats-rent/view/10831322/,2.0,29552.0,120.0,no,Печерський,"Драгомирова вул., 15б",50.40810013,30.5449295,,2,Бетонно монолітний,Роздільне,Дизайнерський ремонт,,3,5,Дружби народів,"50.418056, 30.545",1.1070535054997896,1
https://rieltor.ua/flats-rent/view/10825721/,3.0,73880.0,168.0,no,Печерський,"Драгомирова вул., 12",50.41279221,30.54558754,,14,Бетонно монолітний,Роздільне,Дизайнерський ремонт,,3,5,Дружби народів,"50.418056, 30.545",0.586785364926299,1
https://rieltor.ua/flats-rent/view/10794477/,4.0,88656.0,310.0,no,Шевченківський,"Шевченка Тараса бульв., 11",50.44219208,30.5193615,Площа Льва Толстого,8,Українська цегла,Роздільне,Дизайнерський ремонт,,3,5,Театральна,"50.444722, 30.518056",0.2961150523990186,1
https://rieltor.ua/flats-rent/view/10794530/,2.0,40634.0,148.0,no,Шевченківський,"Жилянська вул., 118",50.44173431,30.49664307,,31,None,Студія,Дизайнерський ремонт,,3,5,Вокзальна,"50.441667, 30.4875",0.6475183353431859,1
https://rieltor.ua/flats-rent/view/10833359/,1.0,15000.0,100.0,no,Дарницький,"Осокорська вул., 2а",50.39749146,30.59981918,,4,Бетонно монолітний,Роздільне,Євроремонт,,1,4,Славутич,"50.394167, 30.604167",0.4812835815589413,1
https://rieltor.ua/flats-rent/view/10834121/,2.0,14000.0,130.0,no,Дарницький,"Бориса Гмирі вул., 16",50.39073944,30.63020134,,5,Бетонно монолітний,Роздільне,Євроремонт,,1,4,Позняки,"50.398056, 30.633333",0.843307686194919,1
https://rieltor.ua/flats-rent/view/10834120/,2.0,7990.0,108.0,no,Дарницький,"Чавдар Єлизавети вул., 14",50.39004898,30.6242466,,13,None,None,Хороший стан,,1,3,Осокорки,"50.395278, 30.616111",0.8189547706180985,1
https://rieltor.ua/flats-rent/view/10815069/,2.0,6500.0,85.0,no,Деснянський,"Поповича космонавта вул. (Волкова космонавта), 12",50.48818588,30.6350956,,8,Стара панель,Роздільне,Чудовий стан,,1,4,Лісова,"50.464639, 30.645556",2.720916460005971,2
https://rieltor.ua/flats-rent/view/10817039/,2.0,9000.0,79.0,no,Дніпровський,"Ірини Бекешкіної вул. (Карбишева генерала), 18Б",50.49134827,30.60834885,,3,None,Суміжно-роздільна,Чудовий стан,,1,4,Чернігівська,"50.459722, 30.630833",3.859874996446542,2
https://rieltor.ua/flats-rent/view/10807006/,2.0,19000.0,84.0,no,Голосіївський,"Велика Васильківська вул. (Червоноармійська), 102",50.42568588,30.51712227,Олімпійська,4,Українська цегла,Суміжно-роздільна,Євроремонт,,2,4,"Палац ""Україна""","50.420833, 30.520833",0.6002429172566184,1
https://rieltor.ua/flats-rent/view/10824190/,2.0,18000.0,150.0,no,Дніпровський,"Микільсько-Слобідська вул., 1А",50.45454407,30.59316635,,17,Бетонно монолітний,Суміжно-роздільна,Євроремонт,,1,4,Лівобережна,"50.451389, 30.598889",0.5359416218693916,1
https://rieltor.ua/flats-rent/view/10824226/,1.0,16000.0,88.0,no,Голосіївський,"Казимира Малевича вул. (Боженка), 89",50.41851044,30.5175457,Палац Україна,4,Бетонно монолітний,Роздільне,Євроремонт,,2,4,"Палац ""Україна""","50.420833, 30.520833",0.3477639440904992,1
https://rieltor.ua/flats-rent/view/10825300/,2.0,16000.0,97.0,no,Печерський,"Генерала Алмазова вул. (Кутузова), 1",50.43078232,30.54377937,,5,Сталінка,Роздільне,Євроремонт,,3,4,Печерська,"50.4275, 30.538889",0.5031967569534844,1
https://rieltor.ua/flats-rent/view/10830753/,2.0,10000.0,90.0,no,Дніпровський,"Харківське шосе, 9",50.4374733,30.63067436,,6,Стара панель,Роздільне,Євроремонт,,1,4,Дарниця,"50.455556, 30.613056",2.366278310869039,2
https://rieltor.ua/flats-rent/view/10832337/,2.0,14000.0,70.0,no,Голосіївський,"Теремківська вул., 4а",50.37074661,30.44898987,Теремки,8,Бетонно монолітний,Роздільне,Євроремонт,,2,4,Теремки,"50.367044, 30.454203",0.553366238136225,1
https://rieltor.ua/flats-rent/view/10833812/,2.0,20000.0,132.0,no,Печерський,"Лесі Українки бульв., 30б",50.42355728,30.54160118,,9,Бетонно монолітний,Роздільне,Євроремонт,,3,4,Печерська,"50.4275, 30.538889",0.4786628529670469,1
https://rieltor.ua/flats-rent/view/10814713/,1.0,19990.0,89.0,no,Дніпровський,"Князя Романа Мстиславича вул. (Жмаченка генерала), 28",50.46938324,30.61039734,,24,Бетонно монолітний,Роздільне,Дизайнерський ремонт,,1,5,Дарниця,"50.455556, 30.613056",1.5489935566600186,1
https://rieltor.ua/flats-rent/view/10813238/,1.0,27705.0,80.0,no,Шевченківський,"Жилянська вул., 68",50.44237518,30.49580383,,16,Бетонно монолітний,Роздільне,Дизайнерський ремонт,,3,5,Вокзальна,"50.441667, 30.4875",0.5932886511788488,1
https://rieltor.ua/flats-rent/view/10632339/,3.0,29552.0,160.0,no,Печерський,"Старонаводницька вул., 6б",50.42742157,30.54608727,,10,Українська цегла,Кухня-вітальня,Дизайнерський ремонт,,3,5,Печерська,"50.4275, 30.538889",0.5099801683951352,1
https://rieltor.ua/flats-rent/view/10833933/,1.0,14776.0,59.0,no,Солом'янський,"Донця Михайла вул., 10",50.42969131,30.42648697,,5,Стара цегла,Роздільне,Євроремонт,,2,4,Шулявська,"50.455, 30.445278",3.112946480472595,2
https://rieltor.ua/flats-rent/view/10833814/,2.0,9000.0,85.0,no,Шевченківський,"Білоруська вул., 15",50.46395874,30.47270775,,3,Стара цегла,Суміжна,Євроремонт,,3,4,Лук'янівська,"50.462222, 30.481667",0.6629229199472468,1
https://rieltor.ua/flats-rent/view/10822966/,1.0,25000.0,112.0,no,Голосіївський,"Казимира Малевича вул. (Боженка), 89",50.41851044,30.5175457,Палац Україна,17,Стара цегла,Роздільне,Євроремонт,,2,4,"Палац ""Україна""","50.420833, 30.520833",0.3477639440904992,1
https://rieltor.ua/flats-rent/view/10827142/,2.0,51716.0,111.0,no,Голосіївський,"Антоновича вул. (Горького), 44",50.43367767,30.51318169,Олімпійська,9,Бетонно монолітний,Студія,Євроремонт,,2,4,Олімпійська,"50.431944, 30.516389",0.2979414882812133,1
https://rieltor.ua/flats-rent/view/10825054/,2.0,27705.0,81.0,no,Печерський,"Предславинська вул., 55",50.41569138,30.52665329,Либідська,7,None,Бетонно монолітний,Чудовий стан,,3,4,"Палац ""Україна""","50.420833, 30.520833",0.7049240485466489,1
https://rieltor.ua/flats-rent/view/10821087/,2.0,29552.0,143.0,no,Печерський,"Драгомирова вул., 2а",50.41358185,30.54451752,,13,None,Роздільне,Чудовий стан,,3,4,Дружби народів,"50.418056, 30.545",0.4986759435099091,1
https://rieltor.ua/flats-rent/view/10815191/,2.0,29552.0,73.0,no,Печерський,"Джона Маккейна вул. (Кудрі Івана), 7",50.41595459,30.53064728,Либідська,3,None,None,Чудовий стан,,3,4,"Палац ""Україна""","50.420833, 30.520833",0.8819115256899043,1
https://rieltor.ua/flats-rent/view/10760723/,3.0,29552.0,205.0,no,Печерський,"Євгена Коновальця вул. (Щорса), 32г",50.42557526,30.53094864,,22,Українська цегла,Суміжно-роздільна,Дизайнерський ремонт,,3,5,Печерська,"50.4275, 30.538889",0.6018251969359822,1
https://rieltor.ua/flats-rent/view/10782952/,2.0,19000.0,95.0,no,Шевченківський,"Малопідвальна вул., 21/8",50.4495163,30.51733208,,5,Українська цегла,Студія,Дизайнерський ремонт,,3,5,Золоті ворота,"50.448333, 30.513333",0.3122330235839805,1
https://rieltor.ua/flats-rent/view/10812810/,1.0,17546.5,72.0,no,Печерський,"Євгена Коновальця вул. (Щорса), 36е",50.42405319,30.53423882,,10,Стара цегла,Роздільне,Євроремонт,,3,4,Печерська,"50.4275, 30.538889",0.5053812206537971,1
https://rieltor.ua/flats-rent/view/10833736/,1.0,25858.0,120.0,no,Шевченківський,"Глибочицька вул., 32а",50.46153641,30.49326134,,9,Бетонно монолітний,Студія,Євроремонт,,3,4,Лук'янівська,"50.462222, 30.481667",0.8242469503935715,1
